Fecha,CodFronteraDDV,Periodo,Lectura
2024-06-16 0:00,Frt32661,periodo13,389.85
2024-06-16 0:00,Frt32661,periodo14,392.44
2024-06-16 0:00,Frt32661,periodo15,389.93
2024-06-16 0:00,Frt32661,periodo16,388.25
2024-06-16 0:00,Frt32661,periodo17,388.18
2024-06-16 0:00,Frt32661,periodo18,390.44
2024-06-16 0:00,Frt32661,periodo19,385.8
2024-06-16 0:00,Frt32661,periodo20,385.9
2024-06-16 0:00,Frt32661,periodo21,387.55
2024-06-16 0:00,Frt32661,periodo22,388.48
2024-06-16 0:00,Frt32661,periodo23,378.57
2024-06-16 0:00,Frt32661,periodo24,388.07
2024-06-16 0:00,Frt33362,periodo01,48.16
2024-06-16 0:00,Frt33362,periodo02,53.63
2024-06-16 0:00,Frt33362,periodo03,54.67
2024-06-16 0:00,Frt33362,periodo04,52.53
2024-06-16 0:00,Frt33362,periodo05,48.28
2024-06-16 0:00,Frt33362,periodo06,52.38
2024-06-16 0:00,Frt33362,periodo07,65.15
2024-06-16 0:00,Frt33362,periodo08,75.36
2024-06-16 0:00,Frt33362,periodo09,75.58
2024-06-16 0:00,Frt33362,periodo10,79.82
2024-06-16 0:00,Frt33362,periodo11,78.21
2024-06-16 0:00,Frt33362,periodo12,77.85
2024-06-16 0:00,Frt33362,periodo13,76.71
2024-06-16 0:00,Frt33362,periodo14,81.15
2024-06-16 0:00,Frt33362,periodo15,81.1
2024-06-16 0:00,Frt33362,periodo16,79.88
2024-06-16 0:00,Frt33362,periodo17,74.05
2024-06-16 0:00,Frt33362,periodo18,78.25
2024-06-16 0:00,Frt33362,periodo19,76.81
2024-06-16 0:00,Frt33362,periodo20,72.31
2024-06-16 0:00,Frt33362,periodo21,59.89
2024-06-16 0:00,Frt33362,periodo22,53.23
2024-06-16 0:00,Frt33362,periodo23,52.27
2024-06-16 0:00,Frt33362,periodo24,50.2
2024-06-16 0:00,Frt47537,periodo01,104.45
2024-06-16 0:00,Frt47537,periodo02,102.98
2024-06-16 0:00,Frt47537,periodo03,103.96
2024-06-16 0:00,Frt47537,periodo04,103.47
2024-06-16 0:00,Frt47537,periodo05,101.51
2024-06-16 0:00,Frt47537,periodo06,100.04
2024-06-16 0:00,Frt47537,periodo07,169.65
2024-06-16 0:00,Frt47537,periodo08,192.06
2024-06-16 0:00,Frt47537,periodo09,206.85
2024-06-16 0:00,Frt47537,periodo10,185.41
2024-06-16 0:00,Frt47537,periodo11,149.97
2024-06-16 0:00,Frt47537,periodo12,175.41
2024-06-16 0:00,Frt47537,periodo13,180.59
2024-06-16 0:00,Frt47537,periodo14,156.73
2024-06-16 0:00,Frt47537,periodo15,155.35
2024-06-16 0:00,Frt47537,periodo16,127.41
2024-06-16 0:00,Frt47537,periodo17,127.72
2024-06-16 0:00,Frt47537,periodo18,127.92
2024-06-16 0:00,Frt47537,periodo19,122.1
2024-06-16 0:00,Frt47537,periodo20,118.67
2024-06-16 0:00,Frt47537,periodo21,112.79
2024-06-16 0:00,Frt47537,periodo22,110.34
2024-06-16 0:00,Frt47537,periodo23,106.41
2024-06-16 0:00,Frt47537,periodo24,107.39
2024-06-16 0:00,Frt33365,periodo01,60.82
2024-06-16 0:00,Frt33365,periodo02,66.91
2024-06-16 0:00,Frt33365,periodo03,67.0
2024-06-16 0:00,Frt33365,periodo04,66.14
2024-06-16 0:00,Frt33365,periodo05,60.35
2024-06-16 0:00,Frt33365,periodo06,65.23
2024-06-16 0:00,Frt33365,periodo07,93.65
2024-06-16 0:00,Frt33365,periodo08,107.19
2024-06-16 0:00,Frt33365,periodo09,106.8
2024-06-16 0:00,Frt33365,periodo10,113.69
2024-06-16 0:00,Frt33365,periodo11,114.69
2024-06-16 0:00,Frt33365,periodo12,118.4
2024-06-16 0:00,Frt33365,periodo13,114.63
2024-06-16 0:00,Frt33365,periodo14,101.39
2024-06-16 0:00,Frt33365,periodo15,106.07
2024-06-16 0:00,Frt33365,periodo16,109.72
2024-06-16 0:00,Frt33365,periodo17,104.77
2024-06-16 0:00,Frt33365,periodo18,108.6
2024-06-16 0:00,Frt33365,periodo19,109.57
2024-06-16 0:00,Frt33365,periodo20,91.33
2024-06-16 0:00,Frt33365,periodo21,67.73
2024-06-16 0:00,Frt33365,periodo22,69.41
2024-06-16 0:00,Frt33365,periodo23,64.82
2024-06-16 0:00,Frt33365,periodo24,64.38
2024-06-16 0:00,Frt38805,periodo01,4254.75
2024-06-16 0:00,Frt38805,periodo02,4164.74
2024-06-16 0:00,Frt38805,periodo03,4152.67
2024-06-16 0:00,Frt38805,periodo04,4099.78
2024-06-16 0:00,Frt38805,periodo05,4209.28
2024-06-16 0:00,Frt38805,periodo06,4196.29
2024-06-16 0:00,Frt38805,periodo07,4108.13
2024-06-16 0:00,Frt38805,periodo08,4216.7
2024-06-16 0:00,Frt38805,periodo09,2794.12
2024-06-16 0:00,Frt38805,periodo10,1189.66
2024-06-16 0:00,Frt38805,periodo11,1205.44
2024-06-16 0:00,Frt38805,periodo12,1222.14
2024-06-16 0:00,Frt38805,periodo13,1079.23
2024-06-16 0:00,Frt38805,periodo14,1039.33
2024-06-16 0:00,Frt38805,periodo15,1108.93
2024-06-16 0:00,Frt38805,periodo16,1080.16
2024-06-16 0:00,Frt38805,periodo17,1130.27
2024-06-16 0:00,Frt38805,periodo18,3171.81
2024-06-16 0:00,Frt38805,periodo19,4082.15
2024-06-16 0:00,Frt38805,periodo20,4297.44
2024-06-16 0:00,Frt38805,periodo21,4256.61
2024-06-16 0:00,Frt38805,periodo22,4201.86
2024-06-16 0:00,Frt38805,periodo23,4284.44
2024-06-16 0:00,Frt38805,periodo24,4266.81
2024-06-16 0:00,Frt33227,periodo01,93.17
2024-06-16 0:00,Frt33227,periodo02,93.17
2024-06-16 0:00,Frt33227,periodo03,104.13
2024-06-16 0:00,Frt33227,periodo04,91.34
2024-06-16 0:00,Frt33227,periodo05,73.07
2024-06-16 0:00,Frt33227,periodo06,82.21
2024-06-16 0:00,Frt33227,periodo07,104.13
2024-06-16 0:00,Frt33227,periodo08,104.13
2024-06-16 0:00,Frt33227,periodo09,98.63
2024-06-16 0:00,Frt33227,periodo10,104.06
2024-06-16 0:00,Frt33227,periodo11,105.84
2024-06-16 0:00,Frt33227,periodo12,109.5
2024-06-16 0:00,Frt33227,periodo13,96.7
2024-06-16 0:00,Frt33227,periodo14,89.39
2024-06-16 0:00,Frt33227,periodo15,94.87
2024-06-16 0:00,Frt33227,periodo16,94.95
2024-06-16 0:00,Frt33227,periodo17,78.5
2024-06-16 0:00,Frt33227,periodo18,84.02
2024-06-16 0:00,Frt33227,periodo19,89.51
2024-06-16 0:00,Frt33227,periodo20,85.86
2024-06-16 0:00,Frt33227,periodo21,82.21
2024-06-16 0:00,Frt33227,periodo22,91.34
2024-06-16 0:00,Frt33227,periodo23,105.96
2024-06-16 0:00,Frt33227,periodo24,105.96
2024-06-16 0:00,Frt36582,periodo01,261.32
2024-06-16 0:00,Frt36582,periodo02,260.7
2024-06-16 0:00,Frt36582,periodo03,255.75
2024-06-16 0:00,Frt36582,periodo04,234.84
2024-06-16 0:00,Frt36582,periodo05,229.39
2024-06-16 0:00,Frt36582,periodo06,237.81
2024-06-16 0:00,Frt36582,periodo07,299.43
2024-06-16 0:00,Frt36582,periodo08,313.04
2024-06-16 0:00,Frt36582,periodo09,362.16
2024-06-16 0:00,Frt36582,periodo10,414.35
2024-06-16 0:00,Frt36582,periodo11,459.38
2024-06-16 0:00,Frt36582,periodo12,473.6
2024-06-16 0:00,Frt36582,periodo13,526.9
2024-06-16 0:00,Frt36582,periodo14,446.99
2024-06-16 0:00,Frt36582,periodo15,444.26
2024-06-16 0:00,Frt36582,periodo16,445.02
2024-06-16 0:00,Frt36582,periodo17,430.94
2024-06-16 0:00,Frt36582,periodo18,387.4
2024-06-16 0:00,Frt36582,periodo19,361.79
2024-06-16 0:00,Frt36582,periodo20,359.56
2024-06-16 0:00,Frt36582,periodo21,397.79
2024-06-16 0:00,Frt36582,periodo22,355.47
2024-06-16 0:00,Frt36582,periodo23,276.29
2024-06-16 0:00,Frt36582,periodo24,241.03
2024-06-16 0:00,Frt34247,periodo01,90.62
2024-06-16 0:00,Frt34247,periodo02,90.96
2024-06-16 0:00,Frt34247,periodo03,85.17
2024-06-16 0:00,Frt34247,periodo04,91.03
2024-06-16 0:00,Frt34247,periodo05,91.71
2024-06-16 0:00,Frt34247,periodo06,92.46
2024-06-16 0:00,Frt34247,periodo07,108.27
2024-06-16 0:00,Frt34247,periodo08,160.39
2024-06-16 0:00,Frt34247,periodo09,235.62
2024-06-16 0:00,Frt34247,periodo10,231.86
2024-06-16 0:00,Frt34247,periodo11,243.16
2024-06-16 0:00,Frt34247,periodo12,249.77
2024-06-16 0:00,Frt34247,periodo13,249.42
2024-06-16 0:00,Frt34247,periodo14,251.41
2024-06-16 0:00,Frt34247,periodo15,246.76
2024-06-16 0:00,Frt34247,periodo16,252.15
2024-06-16 0:00,Frt34247,periodo17,251.48
2024-06-16 0:00,Frt34247,periodo18,247.27
2024-06-16 0:00,Frt34247,periodo19,239.23
2024-06-16 0:00,Frt34247,periodo20,236.71
2024-06-16 0:00,Frt34247,periodo21,195.42
2024-06-16 0:00,Frt34247,periodo22,122.65
2024-06-16 0:00,Frt34247,periodo23,86.87
2024-06-16 0:00,Frt34247,periodo24,94.51
2024-06-16 0:00,Frt32360,periodo01,70.62
2024-06-16 0:00,Frt32360,periodo02,69.19
2024-06-16 0:00,Frt32360,periodo03,63.57
2024-06-16 0:00,Frt32360,periodo04,68.65
2024-06-16 0:00,Frt32360,periodo05,66.3
2024-06-16 0:00,Frt32360,periodo06,68.99
2024-06-16 0:00,Frt32360,periodo07,65.48
2024-06-16 0:00,Frt32360,periodo08,119.61
2024-06-16 0:00,Frt32360,periodo09,137.23
2024-06-16 0:00,Frt32360,periodo10,140.91
2024-06-16 0:00,Frt32360,periodo11,173.27
2024-06-16 0:00,Frt32360,periodo12,174.74
2024-06-16 0:00,Frt32360,periodo13,197.09
2024-06-16 0:00,Frt32360,periodo14,211.05
2024-06-16 0:00,Frt32360,periodo15,197.77
2024-06-16 0:00,Frt32360,periodo16,201.48
2024-06-16 0:00,Frt32360,periodo17,195.83
2024-06-16 0:00,Frt32360,periodo18,194.12
2024-06-16 0:00,Frt32360,periodo19,145.27
2024-06-16 0:00,Frt32360,periodo20,137.77
2024-06-16 0:00,Frt32360,periodo21,93.89
2024-06-16 0:00,Frt32360,periodo22,74.85
2024-06-16 0:00,Frt32360,periodo23,69.98
2024-06-16 0:00,Frt32360,periodo24,70.62
2024-06-16 0:00,Frt43506,periodo01,1575.51
2024-06-16 0:00,Frt43506,periodo02,1590.82
2024-06-16 0:00,Frt43506,periodo03,1509.16
2024-06-16 0:00,Frt43506,periodo04,1575.14
2024-06-16 0:00,Frt43506,periodo05,1584.6
2024-06-16 0:00,Frt43506,periodo06,1485.03
2024-06-16 0:00,Frt43506,periodo07,1509.35
2024-06-16 0:00,Frt43506,periodo08,1449.77
2024-06-16 0:00,Frt43506,periodo09,1489.75
2024-06-16 0:00,Frt43506,periodo10,1595.87
2024-06-16 0:00,Frt43506,periodo11,1624.5
2024-06-16 0:00,Frt43506,periodo12,1585.67
2024-06-16 0:00,Frt43506,periodo13,1480.6
2024-06-16 0:00,Frt43506,periodo14,1532.04
2024-06-16 0:00,Frt43506,periodo15,1620.34
2024-06-16 0:00,Frt43506,periodo16,1596.63
2024-06-16 0:00,Frt43506,periodo17,1597.46
2024-06-16 0:00,Frt43506,periodo18,1555.55
2024-06-16 0:00,Frt43506,periodo19,1448.19
2024-06-16 0:00,Frt43506,periodo20,1460.81
2024-06-16 0:00,Frt43506,periodo21,1522.62
2024-06-16 0:00,Frt43506,periodo22,1598.8
2024-06-16 0:00,Frt43506,periodo23,1591.29
2024-06-16 0:00,Frt43506,periodo24,1572.54
2024-06-16 0:00,Frt45178,periodo01,51.32
2024-06-16 0:00,Frt45178,periodo02,51.66
2024-06-16 0:00,Frt45178,periodo03,51.15
2024-06-16 0:00,Frt45178,periodo04,51.64
2024-06-16 0:00,Frt45178,periodo05,51.46
2024-06-16 0:00,Frt45178,periodo06,52.16
2024-06-16 0:00,Frt45178,periodo07,51.97
2024-06-16 0:00,Frt45178,periodo08,51.95
2024-06-16 0:00,Frt45178,periodo09,51.9
2024-06-16 0:00,Frt45178,periodo10,52.01
2024-06-16 0:00,Frt45178,periodo11,52.28
2024-06-16 0:00,Frt45178,periodo12,51.85
2024-06-16 0:00,Frt45178,periodo13,52.62
2024-06-16 0:00,Frt45178,periodo14,52.5
2024-06-16 0:00,Frt45178,periodo15,52.22
2024-06-16 0:00,Frt45178,periodo16,52.71
2024-06-16 0:00,Frt45178,periodo17,52.28
2024-06-16 0:00,Frt45178,periodo18,51.78
2024-06-16 0:00,Frt45178,periodo19,53.0
2024-06-16 0:00,Frt45178,periodo20,52.38
2024-06-16 0:00,Frt45178,periodo21,52.29
2024-06-16 0:00,Frt45178,periodo22,52.05
2024-06-16 0:00,Frt45178,periodo23,52.04
2024-06-16 0:00,Frt45178,periodo24,51.08
2024-06-16 0:00,Frt55709,periodo01,17.71
2024-06-16 0:00,Frt55709,periodo02,17.02
2024-06-16 0:00,Frt55709,periodo03,16.96
2024-06-16 0:00,Frt55709,periodo04,16.61
2024-06-16 0:00,Frt55709,periodo05,16.61
2024-06-16 0:00,Frt55709,periodo06,17.71
2024-06-16 0:00,Frt55709,periodo07,17.02
2024-06-16 0:00,Frt55709,periodo08,17.32
2024-06-16 0:00,Frt55709,periodo09,17.89
2024-06-16 0:00,Frt55709,periodo10,18.96
2024-06-16 0:00,Frt55709,periodo11,19.07
2024-06-16 0:00,Frt55709,periodo12,20.09
2024-06-16 0:00,Frt55709,periodo13,21.63
2024-06-16 0:00,Frt55709,periodo14,21.11
2024-06-16 0:00,Frt55709,periodo15,20.35
2024-06-16 0:00,Frt55709,periodo16,18.79
2024-06-16 0:00,Frt55709,periodo17,18.03
2024-06-16 0:00,Frt55709,periodo18,17.75
2024-06-16 0:00,Frt55709,periodo19,18.05
2024-06-16 0:00,Frt55709,periodo20,17.92
2024-06-16 0:00,Frt55709,periodo21,18.74
2024-06-16 0:00,Frt55709,periodo22,17.71
2024-06-16 0:00,Frt55709,periodo23,18.13
2024-06-16 0:00,Frt55709,periodo24,17.44
2024-06-16 0:00,Frt32881,periodo01,162.67
2024-06-16 0:00,Frt32881,periodo02,157.3
2024-06-16 0:00,Frt32881,periodo03,165.07
2024-06-16 0:00,Frt32881,periodo04,152.35
2024-06-16 0:00,Frt32881,periodo05,156.15
2024-06-16 0:00,Frt32881,periodo06,149.08
2024-06-16 0:00,Frt32881,periodo07,202.11
2024-06-16 0:00,Frt32881,periodo08,252.65
2024-06-16 0:00,Frt32881,periodo09,273.13
2024-06-16 0:00,Frt32881,periodo10,271.68
2024-06-16 0:00,Frt32881,periodo11,302.88
2024-06-16 0:00,Frt32881,periodo12,303.8
2024-06-16 0:00,Frt32881,periodo13,305.47
2024-06-16 0:00,Frt32881,periodo14,311.32
2024-06-16 0:00,Frt32881,periodo15,313.89
2024-06-16 0:00,Frt32881,periodo16,306.77
2024-06-16 0:00,Frt32881,periodo17,296.06
2024-06-16 0:00,Frt32881,periodo18,295.04
2024-06-16 0:00,Frt32881,periodo19,295.19
2024-06-16 0:00,Frt32881,periodo20,282.5
2024-06-16 0:00,Frt32881,periodo21,262.3
2024-06-16 0:00,Frt32881,periodo22,200.53
2024-06-16 0:00,Frt32881,periodo23,154.77
2024-06-16 0:00,Frt32881,periodo24,144.9
2024-06-16 0:00,Frt31300,periodo01,199.95
2024-06-16 0:00,Frt31300,periodo02,194.95
2024-06-16 0:00,Frt31300,periodo03,188.02
2024-06-16 0:00,Frt31300,periodo04,191.37
2024-06-16 0:00,Frt31300,periodo05,186.31
2024-06-16 0:00,Frt31300,periodo06,185.91
2024-06-16 0:00,Frt31300,periodo07,221.43
2024-06-16 0:00,Frt31300,periodo08,277.7
2024-06-16 0:00,Frt31300,periodo09,322.54
2024-06-16 0:00,Frt31300,periodo10,360.88
2024-06-16 0:00,Frt31300,periodo11,235.13
2024-06-16 0:00,Frt31300,periodo12,232.04
2024-06-16 0:00,Frt31300,periodo13,248.8
2024-06-16 0:00,Frt31300,periodo14,268.14
2024-06-16 0:00,Frt31300,periodo15,249.1
2024-06-16 0:00,Frt31300,periodo16,212.69
2024-06-16 0:00,Frt31300,periodo17,194.52
2024-06-16 0:00,Frt31300,periodo18,188.87
2024-06-16 0:00,Frt31300,periodo19,318.21
2024-06-16 0:00,Frt31300,periodo20,312.18
2024-06-16 0:00,Frt31300,periodo21,285.77
2024-06-16 0:00,Frt31300,periodo22,222.9
2024-06-16 0:00,Frt31300,periodo23,185.73
2024-06-16 0:00,Frt31300,periodo24,178.22
2024-06-16 0:00,Frt31620,periodo01,159.67
2024-06-16 0:00,Frt31620,periodo02,149.14
2024-06-16 0:00,Frt31620,periodo03,162.9
2024-06-16 0:00,Frt31620,periodo04,159.07
2024-06-16 0:00,Frt31620,periodo05,147.57
2024-06-16 0:00,Frt31620,periodo06,157.41
2024-06-16 0:00,Frt31620,periodo07,165.08
2024-06-16 0:00,Frt31620,periodo08,167.41
2024-06-16 0:00,Frt31620,periodo09,159.59
2024-06-16 0:00,Frt31620,periodo10,177.55
2024-06-16 0:00,Frt31620,periodo11,184.16
2024-06-16 0:00,Frt31620,periodo12,174.91
2024-06-16 0:00,Frt31620,periodo13,189.12
2024-06-16 0:00,Frt31620,periodo14,183.33
2024-06-16 0:00,Frt31620,periodo15,184.98
2024-06-16 0:00,Frt31620,periodo16,196.63
2024-06-16 0:00,Frt31620,periodo17,201.24
2024-06-16 0:00,Frt31620,periodo18,180.64
2024-06-16 0:00,Frt31620,periodo19,166.51
2024-06-16 0:00,Frt31620,periodo20,165.61
2024-06-16 0:00,Frt31620,periodo21,153.58
2024-06-16 0:00,Frt31620,periodo22,163.88
2024-06-16 0:00,Frt31620,periodo23,164.33
2024-06-16 0:00,Frt31620,periodo24,152.68
2024-06-16 0:00,Frt33034,periodo01,37.79
2024-06-16 0:00,Frt33034,periodo02,27.68
2024-06-16 0:00,Frt33034,periodo03,43.8
2024-06-16 0:00,Frt33034,periodo04,38.75
2024-06-16 0:00,Frt33034,periodo05,29.77
2024-06-16 0:00,Frt33034,periodo06,41.71
2024-06-16 0:00,Frt33034,periodo07,37.37
2024-06-16 0:00,Frt33034,periodo08,70.29
2024-06-16 0:00,Frt33034,periodo09,73.02
2024-06-16 0:00,Frt33034,periodo10,82.58
2024-06-16 0:00,Frt33034,periodo11,86.39
2024-06-16 0:00,Frt33034,periodo12,92.94
2024-06-16 0:00,Frt33034,periodo13,90.71
2024-06-16 0:00,Frt33034,periodo14,102.95
2024-06-16 0:00,Frt33034,periodo15,99.25
2024-06-16 0:00,Frt33034,periodo16,93.9
2024-06-16 0:00,Frt33034,periodo17,94.01
2024-06-16 0:00,Frt33034,periodo18,91.42
2024-06-16 0:00,Frt33034,periodo19,77.45
2024-06-16 0:00,Frt33034,periodo20,76.24
2024-06-16 0:00,Frt33034,periodo21,65.85
2024-06-16 0:00,Frt33034,periodo22,43.41
2024-06-16 0:00,Frt33034,periodo23,39.3
2024-06-16 0:00,Frt33034,periodo24,38.36
2024-06-16 0:00,Frt34795,periodo01,65.85
2024-06-16 0:00,Frt34795,periodo02,65.48
2024-06-16 0:00,Frt34795,periodo03,65.78
2024-06-16 0:00,Frt34795,periodo04,69.99
2024-06-16 0:00,Frt34795,periodo05,60.97
2024-06-16 0:00,Frt34795,periodo06,70.06
2024-06-16 0:00,Frt34795,periodo07,66.75
2024-06-16 0:00,Frt34795,periodo08,85.32
2024-06-16 0:00,Frt34795,periodo09,90.66
2024-06-16 0:00,Frt34795,periodo10,97.12
2024-06-16 0:00,Frt34795,periodo11,88.17
2024-06-16 0:00,Frt34795,periodo12,113.8
2024-06-16 0:00,Frt34795,periodo13,107.64
2024-06-16 0:00,Frt34795,periodo14,106.96
2024-06-16 0:00,Frt34795,periodo15,106.36
2024-06-16 0:00,Frt34795,periodo16,105.98
2024-06-16 0:00,Frt34795,periodo17,99.53
2024-06-16 0:00,Frt34795,periodo18,109.68
2024-06-16 0:00,Frt34795,periodo19,102.16
2024-06-16 0:00,Frt34795,periodo20,90.43
2024-06-16 0:00,Frt34795,periodo21,73.44
2024-06-16 0:00,Frt34795,periodo22,69.46
2024-06-16 0:00,Frt34795,periodo23,59.16
2024-06-16 0:00,Frt34795,periodo24,68.71
2024-06-16 0:00,Frt32399,periodo01,30.25
2024-06-16 0:00,Frt32399,periodo02,32.89
2024-06-16 0:00,Frt32399,periodo03,31.7
2024-06-16 0:00,Frt32399,periodo04,31.17
2024-06-16 0:00,Frt32399,periodo05,30.62
2024-06-16 0:00,Frt32399,periodo06,31.51
2024-06-16 0:00,Frt32399,periodo07,28.8
2024-06-16 0:00,Frt32399,periodo08,49.87
2024-06-16 0:00,Frt32399,periodo09,53.5
2024-06-16 0:00,Frt32399,periodo10,46.38
2024-06-16 0:00,Frt32399,periodo11,43.18
2024-06-16 0:00,Frt32399,periodo12,54.25
2024-06-16 0:00,Frt32399,periodo13,62.57
2024-06-16 0:00,Frt32399,periodo14,67.21
2024-06-16 0:00,Frt32399,periodo15,58.09
2024-06-16 0:00,Frt32399,periodo16,61.05
2024-06-16 0:00,Frt32399,periodo17,68.82
2024-06-16 0:00,Frt32399,periodo18,73.8
2024-06-16 0:00,Frt32399,periodo19,63.14
2024-06-16 0:00,Frt32399,periodo20,65.28
2024-06-16 0:00,Frt32399,periodo21,64.36
2024-06-16 0:00,Frt32399,periodo22,40.31
2024-06-16 0:00,Frt32399,periodo23,31.35
2024-06-16 0:00,Frt32399,periodo24,31.47
