Fecha,AGENTE,CodFronteraDDV,ValorLBC
2024-06-01,SXMC,Frt34219,1731.0
2024-06-01,XEMC,Frt55670,86.29
2024-06-01,XEMC,Frt55700,49.16
2024-06-01,XEMC,Frt55666,104.95
2024-06-01,XEMC,Frt55672,84.76
2024-06-01,XEMC,Frt55655,260.5
2024-06-01,XEMC,Frt55687,1020.4
2024-06-01,XEMC,Frt55645,312.83
2024-06-01,XEMC,Frt55664,145.24
2024-06-01,XEMC,Frt55671,88.53
2024-06-01,XEMC,Frt55656,75.88
2024-06-01,XEMC,Frt55701,14.76
2024-06-01,XEMC,Frt55659,142.59
2024-06-01,XEMC,Frt55660,145.35
2024-06-01,XEMC,Frt55679,53.95
2024-06-01,XEMC,Frt55677,67.62
2024-06-01,XEMC,Frt55663,31.82
2024-06-01,XEMC,Frt55648,200.02
2024-06-01,XEMC,Frt55650,227.15
2024-06-01,XEMC,Frt55651,218.28
2024-06-01,XEMC,Frt55649,209.51
2024-06-01,XEMC,Frt55669,91.9
2024-06-01,XEMC,Frt55665,128.52
2024-06-01,XEMC,Frt55646,262.65
2024-06-01,XEMC,Frt55693,0.0
2024-06-01,XEMC,Frt55682,40.29
2024-06-01,XEMC,Frt55673,72.31
2024-06-01,XEMC,Frt55667,43.2
2024-06-01,XEMC,Frt55657,155.04
2024-06-01,XEMC,Frt55668,89.25
2024-06-01,XEMC,Frt55675,73.23
2024-06-01,XEMC,Frt55674,67.01
2024-06-01,XEMC,Frt55652,236.64
2024-06-01,XEMC,Frt55647,230.41
2024-06-01,XEMC,Frt55658,0.0
2024-06-01,XEMC,Frt55686,326.91
2024-06-01,XEMC,Frt55662,0.0
2024-06-01,XEMC,Frt55654,165.24
2024-06-01,XEMC,Frt55681,44.57
2024-06-01,XEMC,Frt55644,2194.7
2024-06-01,SXMC,Frt33302,30535.0
2024-06-01,AXLC,Frt38741,21120.12
2024-06-01,SXMC,Frt31803,10770.0
2024-06-01,SXMC,Frt31806,9288.0
2024-06-01,SXMC,Frt45208,5137.0
2024-06-01,SXMC,Frt31276,4525.0
2024-06-01,SXMC,Frt44325,17819.0
2024-06-01,SXMC,Frt36400,10948.0
2024-06-01,SXMC,Frt31618,2224.0
2024-06-01,SXMC,Frt52629,1276.0
2024-06-01,SXMC,Frt52630,2194.0
2024-06-01,SXMC,Frt31619,2705.0
2024-06-01,SXMC,Frt31805,1826.0
2024-06-01,SXMC,Frt32087,1081.0
2024-06-01,SXMC,Frt32884,1909.0
2024-06-01,SXMC,Frt52641,3644.0
2024-06-01,SXMC,Frt32034,2573.0
2024-06-01,XEMC,Frt45509,2255.73
2024-06-01,SXMC,Frt38326,2632.0
2024-06-01,SXMC,Frt53783,0.0
2024-06-01,SXMC,Frt33368,31778.0
2024-06-01,SXMC,Frt31594,4076.0
2024-06-01,XEMC,Frt45194,1517.65
2024-06-01,XEMC,Frt45194,1475.94
2024-06-01,XEMC,Frt45194,1510.62
2024-06-01,XEMC,Frt45194,1485.12
2024-06-01,SXMC,Frt38323,2194.0
2024-06-01,SXMC,Frt52484,13432.0
2024-06-01,SXMC,Frt31804,3231.0
2024-06-01,XEMC,Frt45081,0.0
2024-06-01,XEMC,Frt45189,3633.55
2024-06-01,SXMC,Frt31270,5500.0
2024-06-01,SXMC,Frt45209,5595.0
2024-06-01,SXMC,Frt35146,6925.0
2024-06-01,SINC,Frt42036,7396.15
2024-06-01,AXLC,Frt50891,10460.1
2024-06-01,AXLC,Frt52480,10687.56
2024-06-01,SXMC,Frt31252,8136.0
2024-06-01,XEMC,Frt45193,1483.99
2024-06-01,SXMC,Frt32090,1556.0
2024-06-01,XEMC,Frt45086,3017.16
2024-06-01,SXMC,Frt32346,1005.0
2024-06-01,SXMC,Frt32037,1429.0
2024-06-01,XEMC,Frt45064,0.0
2024-06-01,SINC,Frt51123,3609.67
2024-06-01,SXMC,Frt31288,5027.0
2024-06-01,SXMC,Frt45210,3549.0
2024-06-01,AXLC,Frt46170,6274.02
2024-06-01,SXMC,Frt32026,1331.0
2024-06-01,SXMC,Frt32088,1725.0
2024-06-01,SXMC,Frt32134,1443.0
2024-06-01,SXMC,Frt32600,1887.0
2024-06-01,SXMC,Frt47625,8136.0
2024-06-01,SXMC,Frt31597,2718.0
2024-06-01,SINC,Frt51122,7420.35
2024-06-01,XEMC,Frt36500,4939.24
2024-06-01,SXMC,Frt50133,12869.0
2024-06-01,SXMC,Frt32032,896.0
2024-06-01,SXMC,Frt52384,2756.0
2024-06-01,SXMC,Frt31617,3032.0
2024-06-01,SXMC,Frt31615,5654.0
2024-06-01,SXMC,Frt32027,905.0
2024-06-01,SXMC,Frt52633,1018.0
2024-06-01,SINC,Frt39791,83508.66
2024-06-01,SXMC,Frt36765,1625.0
2024-06-01,SXMC,Frt35787,15318.0
2024-06-01,SXMC,Frt50731,20936.0
2024-06-01,XEMC,Frt45097,0.0
2024-06-01,SXMC,Frt32321,870.0
2024-06-01,SINC,Frt38052,1799.93
2024-06-01,XEMC,Frt36623,6439.36
2024-06-01,SINC,Frt32883,2939.32
2024-06-01,SINC,Frt38049,1546.28
2024-06-01,SINC,Frt37125,1830.47
2024-06-01,SXMC,Frt32181,1188.0
2024-06-01,XEMC,Frt45085,3389.46
2024-06-01,SXMC,Frt32274,3425.0
2024-06-01,SXMC,Frt46389,8192.0
2024-06-01,SXMC,Frt31307,4436.0
2024-06-01,SXMC,Frt37959,2781.0
2024-06-01,SXMC,Frt52628,1621.0
2024-06-01,XEMC,Frt36605,5090.0
2024-06-01,SXMC,Frt51740,86227.0
2024-06-01,XEMC,Frt36498,9513.85
2024-06-01,SXMC,Frt43098,10132.0
2024-06-01,SINC,Frt32707,11375.46
2024-06-01,XEMC,Frt47194,41826.63
2024-06-01,SXMC,Frt31305,4900.0
2024-06-01,SINC,Frt34084,21161.04
2024-06-01,SXMC,Frt31277,4703.0
2024-06-01,AXLC,Frt46174,34974.78
2024-06-01,SINC,Frt32706,89486.52
2024-06-01,XEMC,Frt33219,114225.72
2024-06-01,SXMC,Frt32273,2358.0
2024-06-01,SXMC,Frt32240,1611.0
2024-06-01,XEMC,Frt55627,1953.3
2024-06-01,SXMC,Frt32239,4246.0
2024-06-01,SINC,Frt33036,14262.73
2024-06-01,XEMC,Frt45161,2586.72
2024-06-01,XEMC,Frt45095,2885.58
2024-06-01,SXMC,Frt32322,2882.0
2024-06-01,SINC,Frt37143,2672.73
2024-06-01,XEMC,Frt45194,1539.18
2024-06-01,XEMC,Frt55619,2537.76
2024-06-01,SINC,Frt54130,157842.4
2024-06-01,SXMC,Frt32241,6980.0
2024-06-01,SINC,Frt32931,3588.32
2024-06-01,SXMC,Frt32733,18686.0
2024-06-01,SXMC,Frt45212,5880.0
2024-06-01,SXMC,Frt38325,3200.0
2024-06-01,SXMC,Frt38324,3461.0
2024-06-01,SXMC,Frt36759,1330.0
2024-06-01,SXMC,Frt29842,16404.0
2024-06-01,SXMC,Frt45218,3561.0
2024-06-01,SXMC,Frt30291,120150.0
2024-06-01,XEMC,Frt45166,1282.14
2024-06-01,SXMC,Frt44914,22134.0
2024-06-01,SINC,Frt29514,30126.18
2024-06-01,SXMC,Frt56473,0.0
2024-06-01,SXMC,Frt37759,1493.0
2024-06-01,XEMC,Frt36642,2620.38
2024-06-01,SXMC,Frt33442,1025.0
2024-06-01,SXMC,Frt37756,1470.0
2024-06-01,SXMC,Frt55821,3685.0
2024-06-01,SXMC,Frt34218,1650.0
2024-06-01,XEMC,Frt36646,1370.88
2024-06-01,XEMC,Frt36615,5221.38
2024-06-01,SXMC,Frt45220,3275.0
2024-06-01,SXMC,Frt31272,4904.0
2024-06-01,SXMC,Frt49924,4248.0
2024-06-01,SXMC,Frt36767,2914.0
2024-06-01,XEMC,Frt45173,1086.91
2024-06-01,XEMC,Frt45088,3651.6
2024-06-01,AXLC,Frt30974,0.0
2024-06-01,SXMC,Frt31451,52340.0
2024-06-01,SXMC,Frt31268,6141.0
2024-06-01,SXMC,Frt45221,3467.0
2024-06-01,SXMC,Frt52636,4275.0
2024-06-01,SINC,Frt45546,6056.3
2024-06-01,SXMC,Frt33209,1867.0
2024-06-01,SXMC,Frt43221,6953.0
2024-06-01,SINC,Frt36409,2468.11
2024-06-01,XEMC,Frt52367,1729.3
2024-06-01,SINC,Frt36408,3524.06
2024-06-01,SINC,Frt29410,8858.05
2024-06-01,XEMC,Frt36645,1035.81
2024-06-01,SXMC,Frt31309,3862.0
2024-06-01,SXMC,Frt31382,4285.0
2024-06-01,SINC,Frt29411,905327.3
2024-06-01,SXMC,Frt56559,541251.0
2024-06-01,SXMC,Frt50676,2325.0
2024-06-01,AXLC,Frt37034,378444.48
2024-06-01,AXLC,Frt40477,11979.9
2024-06-01,XEMC,Frt45096,2525.52
2024-06-01,XEMC,Frt45199,1506.54
2024-06-01,XEMC,Frt56438,538413.63
2024-06-01,SINC,Frt47627,20215.14
2024-06-01,SXMC,Frt38321,2464.0
2024-06-01,SXMC,Frt31273,5712.0
2024-06-01,SXMC,Frt52626,6221.0
2024-06-01,SXMC,Frt32769,3269.0
2024-06-01,SXMC,Frt38320,4647.0
2024-06-01,SINC,Frt42246,15037.84
2024-06-01,XEMC,Frt45098,1591.3
2024-06-01,SXMC,Frt52625,2307.0
2024-06-01,XEMC,Frt45163,1976.86
2024-06-01,SXMC,Frt32844,1432.0
2024-06-01,SINC,Frt36683,939.12
2024-06-01,SINC,Frt37117,2509.26
2024-06-01,SINC,Frt37719,1333.77
2024-06-01,XEMC,Frt45156,1760.21
2024-06-01,XEMC,Frt36499,6245.46
2024-06-01,SXMC,Frt32846,2084.0
2024-06-01,SINC,Frt32705,21984.98
2024-06-01,SINC,Frt44166,4250.69
2024-06-01,SXMC,Frt32390,1105.0
2024-06-01,SXMC,Frt32391,1278.0
2024-06-01,XEMC,Frt45171,1400.66
2024-06-01,XEMC,Frt51157,729.5
2024-06-01,SXMC,Frt50772,17971.0
2024-06-01,SXMC,Frt50772,18157.0
2024-06-01,SXMC,Frt50772,16498.0
2024-06-01,SXMC,Frt50772,17971.0
2024-06-01,SXMC,Frt50772,17841.0
2024-06-01,SXMC,Frt50772,17468.0
2024-06-01,SXMC,Frt50772,17695.0
2024-06-01,SXMC,Frt50772,17648.0
2024-06-01,XEMC,Frt51160,460.32
2024-06-01,XEMC,Frt51162,1667.29
2024-06-01,AXLC,Frt52807,949.62
2024-06-01,SXMC,Frt50772,16731.0
2024-06-01,SINC,Frt31083,1700.61
2024-06-01,SXMC,Frt30189,0.0
2024-06-01,XEMC,Frt56444,46472.22
2024-06-01,XEMC,Frt36302,5816.44
2024-06-01,XEMC,Frt33221,25614.75
2024-06-01,XEMC,Frt55616,11773.86
2024-06-01,AXLC,Frt46566,62762.0
2024-06-01,SINC,Frt50877,18830.19
2024-06-01,AXLC,Frt50886,114806.1
2024-06-01,SXMC,Frt51050,44276.0
2024-06-01,SINC,Frt39360,20868.5
2024-06-01,SXMC,Frt33264,53371.0
2024-06-01,XEMC,Frt55785,9150.42
2024-06-01,XEMC,Frt55784,19980.88
2024-06-01,XEMC,Frt49034,80308.47
2024-06-01,SINC,Frt31166,6279.09
2024-06-01,SINC,Frt54190,0.0
2024-06-01,XEMC,Frt39837,64096.09
2024-06-01,XEMC,Frt33222,220571.94
2024-06-01,SXMC,Frt29464,120584.0
2024-06-01,SXMC,Frt33210,3278.0
2024-06-01,SINC,Frt29693,37306.88
2024-06-01,XEMC,Frt45061,7618.79
2024-06-01,SXMC,Frt33296,2962.0
2024-06-01,SXMC,Frt33291,647.0
2024-06-01,SXMC,Frt33294,1448.0
2024-06-01,SXMC,Frt33290,6154.0
2024-06-01,SXMC,Frt33289,1796.0
2024-06-01,SXMC,Frt33295,2081.0
2024-06-01,SXMC,Frt33293,1153.0
2024-06-01,SINC,Frt31127,1805.1
2024-06-01,SINC,Frt31071,2286.08
2024-06-01,SXMC,Frt55965,52258.0
2024-06-01,XEMC,Frt50638,13974.4
2024-06-01,AXLC,Frt52700,2757.06
2024-06-01,XEMC,Frt36686,1143.21
2024-06-01,XEMC,Frt36636,3232.99
2024-06-01,XEMC,Frt36637,2458.2
2024-06-01,SXMC,Frt36402,3467.0
2024-06-01,SXMC,Frt32656,2958.0
2024-06-01,SXMC,Frt32659,6507.0
2024-06-01,XEMC,Frt47560,5821.14
2024-06-01,XEMC,Frt36065,7129.49
2024-06-01,XEMC,Frt54278,2532.76
2024-06-01,XEMC,Frt54212,9692.96
2024-06-01,XEMC,Frt33577,1309.27
2024-06-01,XEMC,Frt45060,7994.76
2024-06-01,SXMC,Frt47388,8689.0
2024-06-01,SINC,Frt31162,11761.7
2024-06-01,SINC,Frt31167,7417.96
2024-06-01,XEMC,Frt36658,834.36
2024-06-01,SINC,Frt31082,1356.93
2024-06-01,XEMC,Frt46801,14054.78
2024-06-01,SXMC,Frt33364,2017.0
2024-06-01,AXLC,Frt50836,1161.78
2024-06-01,XEMC,Frt51170,5573.17
2024-06-01,XEMC,Frt54930,5148.85
2024-06-01,SINC,Frt31179,3256.36
2024-06-01,XEMC,Frt45094,0.0
2024-06-01,XEMC,Frt45083,3815.82
2024-06-01,XEMC,Frt45063,0.0
2024-06-01,AXLC,Frt30972,1124.04
2024-06-01,SXMC,Frt33363,4240.0
2024-06-01,SINC,Frt31177,3568.36
2024-06-01,SXMC,Frt31827,311801.0
2024-06-01,XEMC,Frt45058,9685.92
2024-06-01,XEMC,Frt54287,1192.38
2024-06-01,XEMC,Frt36066,6171.71
2024-06-01,SINC,Frt50875,1156.67
2024-06-01,SXMC,Frt33361,5963.0
2024-06-01,SINC,Frt37490,47849.93
2024-06-01,XEMC,Frt33573,3035.62
2024-06-01,SINC,Frt31074,2427.65
2024-06-01,SXMC,Frt55966,11608.0
2024-06-01,SINC,Frt31170,2693.49
2024-06-01,SINC,Frt31174,1777.07
2024-06-01,SXMC,Frt32660,1808.0
2024-06-01,SXMC,Frt32661,11890.0
2024-06-01,SXMC,Frt33362,1828.0
2024-06-01,XEMC,Frt47537,3551.74
2024-06-01,SXMC,Frt33365,2426.0
2024-06-01,SXMC,Frt38805,121810.0
2024-06-01,AXLC,Frt33227,3288.48
2024-06-01,XEMC,Frt36582,11542.32
2024-06-01,SINC,Frt34247,4703.28
2024-06-01,SXMC,Frt32360,3537.0
2024-06-01,SXMC,Frt43506,37727.0
2024-06-01,XEMC,Frt45178,1289.28
2024-06-01,XEMC,Frt55709,1820.9
2024-06-01,SXMC,Frt32881,6066.0
2024-06-01,SXMC,Frt31300,5996.0
2024-06-01,SXMC,Frt31620,5241.0
2024-06-01,SXMC,Frt33034,1883.0
2024-06-01,SXMC,Frt34795,2299.0
2024-06-01,SXMC,Frt32399,1372.0
2024-06-01,SXMC,Frt32396,2430.0
2024-06-01,SXMC,Frt32398,1348.0
2024-06-01,XEMC,Frt45079,18553.8
2024-06-01,SXMC,Frt32397,1391.0
2024-06-01,SXMC,Frt52638,3418.0
2024-06-01,SXMC,Frt33035,1263.0
2024-06-01,SINC,Frt31034,0.0
2024-06-01,SXMC,Frt34854,1770.0
2024-06-01,SXMC,Frt33086,2260.0
2024-06-01,SXMC,Frt34856,1621.0
2024-06-01,SXMC,Frt31621,3236.0
2024-06-01,XEMC,Frt36617,4020.02
2024-06-01,SXMC,Frt32697,11306.0
2024-06-01,SXMC,Frt51051,31376.0
2024-06-01,SXMC,Frt30838,91599.0
2024-06-01,SXMC,Frt36456,71453.0
2024-06-01,AXLC,Frt39959,45476.0
2024-06-01,SXMC,Frt31298,7051.0
2024-06-01,SINC,Frt50880,0.0
2024-06-01,SXMC,Frt52110,15469.0
2024-06-01,SXMC,Frt36763,2010.0
2024-06-01,XEMC,Frt45092,0.0
2024-06-01,SXMC,Frt31279,5468.0
2024-06-01,XEMC,Frt36614,4149.46
2024-06-01,AXLC,Frt51738,0.0
2024-06-01,SXMC,Frt44499,42875.0
2024-06-01,SXMC,Frt44499,42875.0
2024-06-01,SINC,Frt44686,40140.99
2024-06-01,SXMC,Frt38318,43133.0
2024-06-01,SINC,Frt37491,77361.95
2024-06-01,SINC,Frt39874,44412.62
2024-06-01,SXMC,Frt51422,9119.0
2024-06-01,SXMC,Frt34406,78935.0
2024-06-01,SXMC,Frt31301,7963.0
2024-06-01,SXMC,Frt31182,8082.0
2024-06-01,SXMC,Frt31299,7936.0
2024-06-01,SXMC,Frt31296,21312.0
2024-06-01,SXMC,Frt29409,63836.0
2024-06-01,SINC,Frt38680,10067.83
2024-06-01,SXMC,Frt43747,105110.0
2024-06-01,SINC,Frt53531,52804.25
2024-06-01,XEMC,Frt43417,70072.26
2024-06-01,SXMC,Frt31311,4725.0
2024-06-01,SINC,Frt54128,11145.86
2024-06-01,SINC,Frt42012,23666.08
2024-06-01,XEMC,Frt36502,6805.95
2024-06-01,SXMC,Frt36401,13830.0
2024-06-01,XEMC,Frt39830,60800.26
2024-06-01,SINC,Frt50770,19344.85
2024-06-01,SINC,Frt52229,15638.33
2024-06-01,XEMC,Frt29421,47312.39
2024-06-01,SINC,Frt40252,7116.86
2024-06-01,SXMC,Frt33437,1631.0
2024-06-01,XEMC,Frt51093,32571.45
2024-06-01,SXMC,Frt47389,20721.0
2024-06-01,XEMC,Frt36651,2752.47
2024-06-01,XEMC,Frt36639,1740.75
2024-06-01,XEMC,Frt36656,4188.12
2024-06-01,XEMC,Frt36657,0.0
2024-06-01,XEMC,Frt36654,3739.52
2024-06-01,XEMC,Frt36644,1587.12
2024-06-01,XEMC,Frt36684,5527.89
2024-06-01,SINC,Frt53737,7104.78
2024-06-01,SXMC,Frt51610,4227.0
2024-06-01,XEMC,Frt55786,11551.98
2024-06-01,SINC,Frt42011,2641.68
2024-06-01,SXMC,Frt31447,2046.0
2024-06-01,SXMC,Frt31441,2429.0
2024-06-01,SXMC,Frt31461,1868.0
2024-06-01,SXMC,Frt31445,3455.0
2024-06-01,SXMC,Frt31454,2052.0
2024-06-01,SXMC,Frt31442,3635.0
2024-06-01,SINC,Frt50879,0.0
2024-06-01,SXMC,Frt31500,1477.0
2024-06-01,SXMC,Frt37569,25200.0
2024-06-01,XEMC,Frt45084,0.0
2024-06-01,XEMC,Frt52907,2233.49
2024-06-01,AXLC,Frt52415,6259.74
2024-06-01,AXLC,Frt52541,9350.34
2024-06-01,SINC,Frt51611,0.0
2024-06-01,SXMC,Frt31302,9778.0
2024-06-01,SXMC,Frt31501,1523.0
2024-06-01,SXMC,Frt44499,42875.0
2024-06-01,SINC,Frt46040,18017.94
2024-06-01,SXMC,Frt31439,4104.0
2024-06-01,SINC,Frt42476,10227.4
2024-06-01,XEMC,Frt40524,11493.36
2024-06-01,XEMC,Frt52872,3456.78
2024-06-01,XEMC,Frt36634,16490.34
2024-06-01,AXLC,Frt52661,21613.8
2024-06-01,SXMC,Frt46364,21880.0
2024-06-01,SXMC,Frt31297,16271.0
2024-06-01,SXMC,Frt31448,1913.0
2024-06-01,SXMC,Frt31450,2090.0
2024-06-01,SINC,Frt51546,21871.29
2024-06-01,SINC,Frt53736,10926.48
2024-06-01,SXMC,Frt31449,1950.0
2024-06-01,SXMC,Frt31438,3806.0
2024-06-01,SXMC,Frt31380,3349.0
2024-06-01,SXMC,Frt31328,4912.0
2024-06-01,SXMC,Frt31443,2080.0
2024-06-01,SXMC,Frt31437,4620.0
2024-06-01,SINC,Frt29694,112652.4
2024-06-01,SXMC,Frt31455,2429.0
2024-06-01,AXLC,Frt37933,18916.92
2024-06-01,SXMC,Frt52529,10561.0
2024-06-01,SXMC,Frt52529,10561.0
2024-06-01,SXMC,Frt32731,4232.0
2024-06-01,SXMC,Frt32847,844.0
2024-06-01,SINC,Frt53738,5633.62
2024-06-01,SINC,Frt42013,9248.48
2024-06-01,SXMC,Frt31314,6094.0
2024-06-01,SXMC,Frt52528,32398.0
2024-06-01,SINC,Frt57672,10779.36
2024-06-01,SXMC,Frt33439,2330.0
2024-06-01,XEMC,Frt45177,1565.7
2024-06-01,XEMC,Frt36501,3571.53
2024-06-01,XEMC,Frt40861,403.71
2024-06-01,XEMC,Frt36662,3712.9
2024-06-01,SXMC,Frt31275,7078.0
2024-06-01,SXMC,Frt52037,2584.0
2024-06-01,XEMC,Frt55863,0.0
2024-06-01,SXMC,Frt33208,2149.0
2024-06-01,SXMC,Frt34242,1183.0
2024-06-01,XEMC,Frt52888,336988.62
2024-06-01,SXMC,Frt32395,2211.0
2024-06-01,SINC,Frt31035,77663.66
2024-06-01,AXLC,Frt52660,0.0
2024-06-01,SXMC,Frt34859,2097.0
2024-06-01,SXMC,Frt37751,2856.0
2024-06-01,SXMC,Frt33212,2941.0
2024-06-01,SXMC,Frt34855,1352.0
2024-06-01,XEMC,Frt50659,35254.26
2024-06-01,XEMC,Frt46184,1367.2
2024-06-01,XEMC,Frt45520,0.0
2024-06-01,XEMC,Frt45521,0.0
2024-06-01,XEMC,Frt45522,4710.26
2024-06-01,AXLC,Frt52674,3459.84
2024-06-01,SXMC,Frt31286,4326.0
2024-06-01,SINC,Frt51054,5321.81
2024-06-01,AXLC,Frt52654,35889.72
2024-06-01,XEMC,Frt36660,3396.9
2024-06-01,SXMC,Frt31251,12254.0
2024-06-01,AXLC,Frt52666,9476.82
2024-06-01,XEMC,Frt45192,0.0
2024-06-01,XEMC,Frt45078,5547.78
2024-06-01,XEMC,Frt45093,1911.27
2024-06-01,XEMC,Frt46904,39028.26
2024-06-01,XEMC,Frt45090,0.0
2024-06-01,SXMC,Frt31269,5702.0
2024-06-01,SINC,Frt34231,3496.08
2024-06-01,SXMC,Frt33360,5640.0
2024-06-01,XEMC,Frt45168,0.0
2024-06-01,XEMC,Frt45159,1598.44
2024-06-01,SXMC,Frt52635,1355.0
2024-06-01,AXLC,Frt50774,12247.14
2024-06-01,SXMC,Frt54049,8608.0
2024-06-01,SXMC,Frt52385,8356.0
2024-06-01,SXMC,Frt32344,2339.0
2024-06-01,SXMC,Frt32345,3310.0
2024-06-01,SXMC,Frt45215,3083.0
2024-06-01,SXMC,Frt32347,1686.0
2024-06-01,XEMC,Frt45186,0.0
2024-06-01,SXMC,Frt49923,9604.0
2024-06-01,SXMC,Frt54944,2421.0
2024-06-01,SXMC,Frt32483,1603.0
2024-06-01,XEMC,Frt56826,99459.0
2024-06-01,SINC,Frt32287,3522041.0
2024-06-01,SXMC,Frt45049,2005076.0
2024-06-01,SXMC,Frt45049,2005076.0
2024-06-01,SXMC,Frt45049,2005076.0
2024-06-01,SINC,Frt30349,253444.9
2024-06-01,SXMC,Frt45049,2005076.0
2024-06-01,SXMC,Frt45049,2005076.0
2024-06-01,AXLC,Frt50745,10526.4
2024-06-01,AXLC,Frt50749,0.0
2024-06-01,SXMC,Frt51273,3113.0
2024-06-01,SXMC,Frt34228,1232.0
2024-06-01,AXLC,Frt50838,12497.04
2024-06-01,XEMC,Frt37035,4317.96
2024-06-01,XEMC,Frt45165,1026.12
2024-06-01,XEMC,Frt45089,2800.92
2024-06-01,AXLC,Frt30973,374781.66
2024-06-01,XEMC,Frt45091,2348.65
2024-06-01,SXMC,Frt39834,22860.0
2024-06-01,XEMC,Frt45099,0.0
2024-06-01,XEMC,Frt45187,612.0
2024-06-01,XEMC,Frt45087,2573.76
2024-06-01,XEMC,Frt45160,1706.46
2024-06-01,XEMC,Frt46190,1170.96
2024-06-01,XEMC,Frt45154,1558.56
2024-06-01,XEMC,Frt45197,2052.64
2024-06-01,XEMC,Frt45180,0.0
2024-06-01,XEMC,Frt45183,940.44
2024-06-01,SXMC,Frt51262,9570.0
2024-06-01,SXMC,Frt52640,1477.0
2024-06-01,XEMC,Frt45164,553.65
2024-06-01,XEMC,Frt56830,1349.46
2024-06-01,XEMC,Frt56841,1282.65
2024-06-01,SXMC,Frt34295,1994.0
2024-06-01,XEMC,Frt45185,754.8
2024-06-01,XEMC,Frt45172,0.0
2024-06-01,XEMC,Frt45167,1479.0
2024-06-01,SXMC,Frt33438,1343.0
2024-06-01,SXMC,Frt36768,826.0
2024-06-01,SXMC,Frt32848,1449.0
2024-06-01,XEMC,Frt47554,1591.2
2024-06-01,SINC,Frt40369,109404.7
2024-06-01,XEMC,Frt45196,0.0
2024-06-01,SXMC,Frt41808,77181.0
2024-06-01,SXMC,Frt32348,1712.0
2024-06-01,SXMC,Frt32850,1915.0
2024-06-01,SXMC,Frt50674,1771.0
2024-06-01,SXMC,Frt37753,2349.0
2024-06-01,XEMC,Frt45184,698.8
2024-06-01,XEMC,Frt45198,1944.12
2024-06-01,SXMC,Frt50773,35134.0
2024-06-01,SINC,Frt53796,6227.3
2024-06-01,XEMC,Frt45182,0.0
2024-06-01,XEMC,Frt45195,0.0
2024-06-01,XEMC,Frt45181,0.0
2024-06-01,SXMC,Frt31250,15407.0
2024-06-01,XEMC,Frt45176,1074.97
2024-06-01,XEMC,Frt45155,1515.41
2024-06-01,SXMC,Frt31440,4110.0
2024-06-01,SXMC,Frt30837,170743.0
2024-06-01,XEMC,Frt46612,1358.43
2024-06-01,SXMC,Frt45217,2887.0
2024-06-01,SXMC,Frt32141,1167.0
2024-06-01,SXMC,Frt32091,1739.0
2024-06-01,XEMC,Frt45157,1697.48
2024-06-01,XEMC,Frt45162,1650.36
2024-06-01,SXMC,Frt32276,1375.0
2024-06-01,SXMC,Frt32275,1550.0
2024-06-01,XEMC,Frt36613,2342.43
2024-06-01,SXMC,Frt39081,1341.0
2024-06-01,XEMC,Frt51900,0.0
2024-06-01,SXMC,Frt34065,1272.0
2024-06-01,XEMC,Frt36635,2074.27
2024-06-01,XEMC,Frt36641,333.54
2024-06-01,XEMC,Frt36638,0.0
2024-06-01,XEMC,Frt36649,1803.36
2024-06-01,SXMC,Frt32184,1810.0
2024-06-01,XEMC,Frt55712,32.13
2024-06-01,SINC,Frt31696,203034.7
2024-06-01,SXMC,Frt42173,1829.0
2024-06-01,XEMC,Frt50954,13111.28
2024-06-01,XEMC,Frt55787,8565.96
2024-06-01,XEMC,Frt55711,33.86
2024-06-01,XEMC,Frt55713,30.29
2024-06-01,XEMC,Frt55708,44.77
2024-06-01,XEMC,Frt55728,29.37
2024-06-01,XEMC,Frt55710,41.61
2024-06-01,XEMC,Frt55707,49.47
2024-06-01,XEMC,Frt36650,1141.78
2024-06-01,XEMC,Frt36685,293.14
2024-06-01,XEMC,Frt36652,2688.72
2024-06-01,XEMC,Frt46533,169781.24
2024-06-01,SXMC,Frt34862,1271.0
2024-06-01,SXMC,Frt36479,34186.0
2024-06-01,XEMC,Frt55705,59.67
2024-06-01,XEMC,Frt45523,0.0
2024-06-01,XEMC,Frt55706,51.91
2024-06-01,XEMC,Frt50609,248.26
2024-06-01,XEMC,Frt51164,321.3
2024-06-01,XEMC,Frt51166,556.81
2024-06-01,SXMC,Frt52372,1043.0
2024-06-01,SXMC,Frt49021,3086.0
2024-06-01,SXMC,Frt32089,1620.0
2024-06-01,SXMC,Frt34852,2045.0
2024-06-01,SXMC,Frt32180,1183.0
2024-06-01,SXMC,Frt32085,3206.0
2024-06-01,XEMC,Frt50637,299.88
2024-06-01,XEMC,Frt51158,228.48
2024-06-01,SINC,Frt34233,4426.19
2024-06-01,SXMC,Frt49019,5818.0
2024-06-01,SINC,Frt32885,149257.1
2024-06-01,SINC,Frt34230,2040.56
2024-06-01,XEMC,Frt45169,1073.86
2024-06-01,SXMC,Frt37754,2232.0
2024-06-01,SXMC,Frt31444,2188.0
2024-06-01,XEMC,Frt46531,84993.54
2024-06-01,XEMC,Frt45074,4568.58
2024-06-01,SXMC,Frt32663,7186.0
2024-06-01,SXMC,Frt31306,6744.0
2024-06-01,SXMC,Frt52624,1175.0
2024-06-01,SXMC,Frt32179,948.0
2024-06-01,SXMC,Frt32277,1302.0
2024-06-01,SXMC,Frt52637,1342.0
