FECHA;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;P15;P16;P17;P18;P19;P20;P21;P22;P23;P24
1/04/2024;768,1712111;768,1712111;768,1712111;768,1712111;768,1712111;768,1712111;768,1712111;788,1712111;788,1712111;788,1712111;788,1712111;853,1712111;853,1712111;853,1712111;904,2942111;904,2942111;904,2942111;904,2942111;1024,171211;1025,171211;1024,171211;968,1712111;904,2942111;858,1712111
2/04/2024;1037,611903;1027,734903;1027,734903;1027,734903;1027,734903;1037,611903;1027,734903;1027,734903;1037,611903;1027,734903;1024,211903;1027,734903;1027,734903;1027,734903;1027,734903;1027,734903;1027,734903;1027,734903;1048,061903;1048,061903;1048,061903;1037,611903;1027,734903;1027,734903
3/04/2024;1262,593357;1247,593357;1052,593357;1052,593357;1059,215357;1247,593357;1247,593357;1247,593357;1262,593357;1262,593357;1262,593357;1262,593357;1262,593357;1262,593357;1266,593357;1267,593357;1267,593357;1264,593357;1266,593357;1266,593357;1264,593357;1266,593357;1262,593357;1247,593357
4/04/2024;1248,569375;1153,569375;1144,156375;1019,569375;1144,156375;1007,360375;703,5693752;968,5693752;968,5693752;1007,360375;1007,360375;1007,360375;1007,360375;1019,569375;1144,156375;1153,569375;1248,569375;1248,569375;1248,569375;1248,569375;1248,569375;1153,569375;1019,569375;853,5693752
5/04/2024;839,1978302;719,9318302;505,1978302;505,1978302;762,4458302;843,1978302;843,1978302;843,1978302;969,1978302;1007,98883;1009,19783;1054,19783;1009,19783;1155,19783;1155,19783;1155,19783;1155,19783;1155,19783;1155,19783;1155,19783;1155,19783;1155,19783;1054,19783;1009,19783
6/04/2024;506,1098712;505,1098712;504,1098712;504,1098712;504,1098712;504,1098712;504,1098712;505,1098712;505,1098712;506,1098712;506,1098712;656,1098712;656,1098712;656,1098712;656,1098712;656,1098712;656,1098712;657,1098712;1061,109871;1157,009871;1061,109871;1008,900871;656,1098712;656,1098712
7/04/2024;703,2566636;673,7566636;613,2566636;608,2566636;608,2566636;608,2566636;493,2566636;493,2566636;493,2566636;493,2566636;608,2566636;608,2566636;613,2566636;613,2566636;608,2566636;613,2566636;673,7566636;703,2566636;733,7566636;733,7566636;733,7566636;733,7566636;733,7566636;703,2566636
8/04/2024;833,0377637;753,1517637;753,1517637;753,1517637;753,1517637;803,0377637;833,0377637;833,0377637;833,0377637;833,0377637;893,0377637;1028,037764;893,0377637;893,0377637;1028,037764;1028,037764;1028,037764;1028,037764;1028,037764;1028,037764;1028,037764;1028,037764;968,4477637;893,0377637
9/04/2024;1012,626675;907,7406749;907,7406749;907,7406749;907,7406749;907,7406749;907,7406749;907,7406749;907,7406749;968,0366749;1013,626675;1036,626675;1036,626675;1036,626675;1052,626675;1052,626675;1052,626675;1052,626675;1052,626675;1052,626675;1052,626675;1052,626675;1042,626675;1006,417675
10/04/2024;754,7227373;970,1327373;507,7227373;507,7227373;969,7227373;969,7227373;970,1327373;970,1327373;754,7227373;970,1327373;1009,722737;1014,722737;1014,722737;1014,722737;1014,722737;1049,722737;1049,722737;1049,722737;1049,722737;1060,722737;1049,722737;1049,722737;1024,722737;1014,722737
11/04/2024;1008,390262;1008,390262;1008,390262;1008,390262;1008,390262;1008,390262;1008,390262;1008,390262;1008,390262;1008,390262;1008,390262;1018,390262;1018,390262;1018,390262;1064,390262;1064,390262;1064,390262;1064,390262;1066,390262;1066,390262;1065,390262;1065,390262;1059,390262;1018,390262
12/04/2024;1022,609993;1012,609993;1012,609993;1012,609993;1012,609993;1012,609993;1012,609993;1012,609993;1012,609993;1012,609993;1022,609993;1047,609993;1047,609993;1047,609993;1058,610993;1058,610993;1058,610993;1058,610993;1058,610993;1058,610993;1058,610993;1058,610993;1058,610993;1047,609993
13/04/2024;1022,609959;1006,400959;997,6099595;997,6099595;997,6099595;997,6099595;997,6099595;997,6099595;997,6099595;997,6099595;997,6099595;1010,609959;997,6099595;1010,609959;1022,609959;1022,609959;1057,610959;1057,610959;1057,610959;1057,610959;1057,610959;1057,610959;1022,609959;1006,400959
14/04/2024;1058,732563;1058,177563;1058,176563;1012,676563;1012,676563;1012,676563;1012,676563;1007,676563;1006,467563;1012,676563;1012,676563;1012,676563;1012,676563;1012,676563;1012,676563;1058,176563;1058,177563;1058,732563;1058,732563;1058,732563;1058,732563;1058,732563;1058,732563;1058,732563
15/04/2024;1058,884371;1058,884371;1058,884371;1058,884371;1058,884371;1058,884371;1058,884371;1058,884371;1059,408371;1059,408371;1059,408371;1059,408371;1059,408371;1059,408371;1059,408371;1059,428371;1102,958371;1059,428371;1202,828371;1202,828371;1202,828371;1059,428371;1059,408371;1059,408371
16/04/2024;1057,823618;1057,823618;1043,823618;1043,823618;1043,823618;1059,403618;1057,823618;1059,403618;1059,403618;1059,403618;1059,403618;1059,423618;1059,423618;1105,858618;1105,858618;1105,858618;1201,823618;1201,823618;1203,682618;1203,682618;1202,823618;1105,858618;1105,858618;1059,423618
17/04/2024;1044,565597;1013,565597;1013,565597;1013,565597;1013,565597;1013,565597;1044,565597;1044,565597;1044,565597;1044,565597;1044,565597;1044,565597;1044,565597;1044,565597;1060,155597;1060,155597;1060,155597;1060,155597;1060,186597;1060,186597;1060,155597;1060,155597;1044,565597;1044,565597
18/04/2024;1006,360376;1004,358376;1004,358376;1004,358376;1004,358376;1006,360376;1007,151376;1033,360376;1051,474376;1051,474376;1051,474376;1051,474376;1051,474376;1053,360376;1053,360376;1057,514376;1059,860376;1053,360376;1059,860376;1059,860376;1059,860376;1053,360376;1051,474376;1033,360376
19/04/2024;1007,396109;954,5021095;741,7091095;954,5021095;954,5021095;1005,103109;1005,103109;1005,103109;1005,103109;1005,103109;1005,103109;1007,396109;1007,396109;1028,603109;1028,603109;1028,603109;1028,603109;1028,603109;1028,603109;1028,603109;1028,603109;1028,603109;1007,396109;1005,103109
20/04/2024;1004,683959;1004,683959;961,8729586;928,1839586;928,1839586;961,8729586;961,8729586;863,1839586;928,1839586;928,1839586;928,1839586;1004,683959;1004,683959;1004,683959;1004,683959;1004,683959;1004,683959;1004,683959;1007,183959;1007,183959;1007,183959;1004,683959;1004,683959;1004,683959
21/04/2024;483,1169293;483,1169293;483,1169293;483,1169293;483,1169293;480,4459293;437,2759293;294,2499293;437,2759293;437,2759293;487,6429293;483,1169293;483,1169293;699,3569293;699,3569293;798,3569293;483,1169293;798,3569293;933,3569293;998,3569293;998,3569293;933,3569293;730,4289293;483,1169293
22/04/2024;105,4726157;105,4736157;137,5936157;137,5936157;137,2936157;303,2066157;496,5996157;708,3136157;708,3136157;708,3136157;708,3136157;496,5996157;708,3136157;514,8486157;767,3136157;767,3136157;767,3136157;767,3136157;807,3136157;807,3136157;767,3136157;767,3136157;496,5996157;767,3136157
23/04/2024;98,04344543;100,9274454;133,0484454;133,0484454;412,7684454;413,4684454;413,4684454;413,4684454;413,4684454;413,4684454;612,7684454;612,7684454;413,4684454;413,4684454;486,1484454;612,7684454;612,7684454;612,7684454;612,7684454;612,7684454;612,7684454;612,7684454;413,4684454;413,4684454
24/04/2024;103,2898914;103,2898914;106,1738914;106,1738914;106,1738914;111,0148914;111,0148914;111,0148914;111,0148914;111,0148914;218,0148914;218,0148914;218,0148914;218,0148914;218,0148914;219,0148914;252,7428914;219,0148914;308,0148914;518,0148914;308,0148914;308,0148914;218,0148914;218,0148914
25/04/2024;104,3083058;107,1933058;112,3083058;119,0333058;169,0333058;179,1473058;179,1473058;179,1473058;179,1473058;179,1473058;179,1473058;209,0333058;199,0333058;209,0333058;299,0333058;299,0333058;299,0333058;248,0133058;619,0333058;619,0333058;419,0333058;248,0133058;199,0333058;179,1473058
26/04/2024;99,31280029;101,3128003;102,1978003;102,1988003;107,0378003;174,0378003;174,0378003;199,1058003;199,1058003;199,1058003;199,1058003;199,1058003;199,1058003;199,1058003;209,0378003;254,0178003;254,0178003;199,1058003;513,0378003;513,0378003;364,0378003;199,1058003;199,1058003;199,1058003
27/04/2024;101,1784368;103,0194368;106,0194368;113,0194368;113,0194368;113,0194368;113,0194368;113,0194368;113,0194368;114,0194368;142,0194368;225,3334368;225,3334368;225,3334368;225,3334368;225,3334368;225,3334368;225,3334368;225,3334368;225,3334368;225,3334368;113,0194368;113,0194368;113,0194368
28/04/2024;99,32219515;102,2061951;102,2071951;102,2071951;104,0471951;104,0471951;102,2071951;102,2071951;102,2071951;102,2071951;104,0471951;104,0471951;106,7471951;107,0471951;107,0471951;107,0471951;110,0471951;113,0471951;114,0471951;114,0471951;114,0471951;114,0471951;114,0471951;113,0471951
29/04/2024;99,12168044;103,9616804;105,9616804;105,9616804;105,9616804;106,9616804;109,9616804;109,9616804;110,9616804;110,9616804;110,9616804;110,9616804;110,9616804;110,9616804;120,9616804;191,6806804;191,6806804;191,6806804;200,9616804;230,9616804;200,9616804;191,6806804;120,9616804;110,9616804
30/04/2024;96,36405602;104,364056;107,364056;107,364056;108,364056;108,364056;113,678056;108,364056;110,364056;113,678056;113,678056;118,364056;118,364056;118,364056;123,364056;123,364056;123,364056;123,364056;228,364056;228,364056;198,364056;123,364056;118,364056;113,678056
1/05/2024;98,39469133;126,1316913;126,1316913;131,1316913;131,1316913;131,1316913;131,1316913;131,1316913;131,1316913;131,1316913;131,1316913;145,4456913;131,1316913;131,1316913;145,4456913;145,4456913;145,4456913;201,1316913;201,1316913;206,1316913;201,1316913;201,1316913;145,4456913;145,4456913
2/05/2024;121,596567;121,596567;121,596567;121,596567;121,596567;171,596567;171,596567;171,596567;171,596567;171,596567;186,596567;186,596567;186,596567;206,596567;226,596567;226,596567;226,596567;235,576567;301,707567;301,707567;301,707567;235,576567;171,596567;171,596567
3/05/2024;236,269212;236,269212;236,269212;236,269212;236,269212;254,269212;236,269212;254,269212;294,269212;294,269212;294,269212;294,269212;254,269212;294,269212;294,269212;294,269212;294,269212;294,269212;294,269212;319,269212;294,269212;294,269212;294,269212;294,269212
4/05/2024;319,881086;319,781086;319,781086;319,781086;319,781086;319,781086;319,781086;319,881086;319,881086;319,881086;324,881086;324,881086;319,881086;319,881086;319,881086;319,881086;319,881086;319,881086;324,881086;324,881086;324,881086;324,881086;319,881086;319,881086
5/05/2024;323,7508764;323,7508764;323,7508764;300,2508764;300,2508764;300,2508764;299,2508764;279,2508764;299,2508764;279,2508764;299,2508764;300,2508764;300,2508764;300,2508764;323,7508764;323,7508764;323,7508764;323,7508764;324,2508764;334,2508764;334,2508764;324,2508764;323,7508764;323,7508764
6/05/2024;272,0976466;272,0976466;272,0976466;272,0976466;272,0976466;272,0976466;272,0976466;300,0976466;300,0976466;300,0976466;300,0976466;313,0976466;313,0976466;322,0976466;322,5976466;322,5976466;322,5976466;333,0976466;333,2086466;333,2086466;333,2086466;333,0976466;313,0976466;300,0976466
7/05/2024;267,6392797;267,6392797;267,6392797;267,6392797;267,6392797;267,6392797;267,6392797;267,6392797;268,6392797;268,6392797;298,6392797;268,6392797;289,5322797;298,6392797;300,6392797;300,6392797;300,6392797;300,6392797;333,6392797;333,6392797;333,6392797;300,6392797;300,6392797;267,6392797
8/05/2024;253,6120658;253,6120658;253,6120658;253,6120658;253,6120658;253,6120658;253,6120658;298,6120658;298,6120658;298,6120658;304,7230658;304,7230658;304,7230658;304,7230658;304,7230658;304,7230658;308,6120658;304,7230658;327,6120658;345,6120658;327,6120658;308,6120658;304,7230658;289,5050658
9/05/2024;206,4893941;206,4893941;206,4893941;206,4893941;206,4893941;220,4893941;220,4893941;255,4893941;255,4893941;256,4893941;256,4893941;256,4893941;256,4893941;256,4893941;300,4893941;315,4893941;315,4893941;315,4893941;329,4893941;329,4893941;329,4893941;315,4893941;256,4893941;220,4893941
10/05/2024;219,1251203;219,1251203;219,1251203;219,1251203;219,1251203;219,1251203;219,1251203;219,1251203;219,1251203;219,1251203;253,5251203;253,5251203;253,5251203;253,5251203;253,5251203;264,1251203;264,1251203;264,1251203;285,1251203;293,1251203;285,1251203;264,1251203;264,1251203;253,5251203
11/05/2024;216,1223373;216,1223373;216,1223373;216,1223373;216,1223373;216,1223373;216,1223373;216,1223373;221,1223373;221,1223373;221,1223373;221,1223373;221,1223373;221,1223373;221,1223373;221,1223373;230,4223373;230,4223373;230,4223373;287,1223373;230,4223373;230,4223373;221,1223373;221,1223373
12/05/2024;101,7365425;166,4775425;101,7365425;101,7365425;166,4775425;100,1945425;100,1945425;100,1945425;100,1945425;100,1945425;100,1945425;166,4775425;166,4775425;100,1945425;100,1945425;100,1945425;166,4775425;166,4775425;205,9775425;205,9775425;205,9775425;205,9775425;196,4775425;166,4775425
13/05/2024;161,2794702;161,2794702;161,2794702;161,2794702;161,2794702;161,2794702;161,2794702;161,2794702;161,2794702;161,2794702;161,2794702;191,9794702;191,9794702;191,9794702;191,9794702;191,9794702;201,2794702;201,2794702;217,7794702;286,2794702;286,2794702;286,2794702;201,2794702;201,2794702
14/05/2024;180,8452146;180,8452146;180,8452146;180,8452146;180,8452146;196,3452146;196,3452146;196,3452146;196,3452146;196,3452146;196,3452146;196,3452146;196,3452146;220,8452146;220,8452146;225,8452146;295,8452146;295,8452146;301,8452146;301,8452146;301,8452146;295,8452146;220,8452146;196,3452146
15/05/2024;178,8483603;178,8483603;178,8483603;178,8483603;178,8483603;178,8483603;178,8483603;178,8483603;186,3483603;186,3483603;186,3483603;186,3483603;186,3483603;186,3483603;190,3483603;225,3483603;225,3483603;225,3483603;301,3483603;303,3483603;301,3483603;301,3483603;225,3483603;186,3483603
16/05/2024;153,1353877;188,6353877;188,6353877;153,1353877;188,6353877;188,6353877;188,6353877;188,6353877;188,6353877;188,6353877;190,1353877;195,3983877;195,3983877;195,3983877;195,3983877;303,1353877;374,1353877;195,3983877;295,1353877;295,1353877;295,1353877;295,1353877;195,3983877;188,6353877
17/05/2024;152,8375626;152,8375626;152,8375626;152,8375626;152,8375626;185,8375626;152,8375626;185,8375626;185,8375626;185,8375626;185,8375626;186,0375626;186,0375626;233,8175626;354,8375626;354,8375626;354,8375626;354,8375626;359,8375626;567,8375626;567,8375626;354,8375626;354,8375626;186,0375626
18/05/2024;147,2121346;147,2121346;147,2121346;147,2121346;147,2121346;147,2121346;147,2121346;147,2121346;148,4121346;148,4121346;148,4121346;357,2121346;357,2121346;357,2121346;357,2121346;357,2121346;357,2121346;362,2121346;362,2121346;362,2121346;362,2121346;357,2121346;357,2121346;256,7781346
19/05/2024;156,1232085;156,1232085;153,1232085;156,1232085;156,1232085;153,1232085;151,1232085;145,5582085;145,5582085;145,5582085;151,1232085;156,1232085;156,1232085;156,1232085;156,1232085;156,1232085;256,1232085;256,1232085;266,1232085;356,1232085;356,1232085;266,1232085;256,1232085;256,1232085
20/05/2024;160,2970218;160,2970218;160,2970218;160,2970218;175,2970218;198,7750218;175,2970218;265,2970218;265,2970218;270,2970218;270,2970218;360,2970218;360,2970218;365,2970218;365,2970218;365,2970218;365,2970218;365,2970218;365,2970218;365,2970218;365,2970218;365,2970218;360,2970218;265,2970218
21/05/2024;208,1792368;208,1792368;208,1792368;208,1792368;237,1592368;243,1792368;243,1792368;243,1792368;243,1792368;243,1792368;243,1792368;266,1792368;266,1792368;266,1792368;269,1792368;368,1792368;368,1792368;368,1792368;368,9682368;368,9682368;368,1792368;363,1792368;266,1792368;243,1792368
22/05/2024;367,8701104;265,0811104;265,0811104;265,0811104;265,0811104;367,8701104;367,8701104;375,0811104;375,0811104;375,0811104;375,0811104;397,0811104;397,0811104;397,0811104;397,0811104;397,0811104;397,0811104;397,0811104;397,0811104;397,0811104;397,0811104;397,0811104;395,0811104;375,0811104
23/05/2024;370,0527189;371,0527189;370,0527189;364,0527189;370,0527189;371,0527189;371,0527189;370,0527189;371,0527189;371,0527189;372,0527189;372,0527189;372,0527189;372,0527189;373,0527189;373,0527189;383,0527189;373,0527189;383,0527189;571,0527189;383,0527189;373,0527189;372,0527189;371,0527189
24/05/2024;353,581705;353,581705;353,581705;353,581705;353,581705;378,581705;378,581705;378,581705;378,581705;378,581705;378,581705;383,581705;383,581705;503,581705;583,581705;583,581705;583,581705;583,581705;583,581705;583,581705;583,581705;583,581705;503,581705;378,581705
25/05/2024;304,6826683;304,6826683;304,6826683;414,6826683;414,6826683;414,6826683;414,6826683;414,6826683;424,6826683;424,6826683;424,6826683;584,6826683;424,6826683;424,6826683;534,6826683;534,6826683;534,6826683;584,6826683;584,6826683;584,6826683;584,6826683;584,6826683;584,6826683;534,6826683
26/05/2024;287,0146191;237,0146191;287,0146191;287,0146191;287,0146191;287,0146191;237,0146191;157,0146191;166,9946191;177,0146191;200,4936191;237,0146191;287,0146191;287,0146191;287,0146191;417,0146191;427,0146191;587,0146191;587,0146191;587,0146191;587,0146191;587,0146191;587,0146191;587,0146191
27/05/2024;304,2117543;235,2117543;235,2117543;304,2117543;304,2117543;415,2117543;415,2117543;415,2117543;415,2117543;415,2117543;415,2117543;415,2117543;415,2117543;415,2117543;425,2117543;525,2117543;525,2117543;525,2117543;625,2107543;655,2117543;625,2107543;625,2107543;525,2117543;415,2117543
28/05/2024;305,9180009;305,9180009;305,9180009;305,9180009;305,9180009;305,9180009;305,9180009;305,9180009;305,9180009;305,9180009;305,9180009;413,9180009;413,9180009;413,9180009;424,9180009;584,9180009;584,9180009;584,9180009;684,9180009;684,9180009;684,9180009;424,9180009;413,9180009;413,9180009
29/05/2024;412,7183876;304,7183876;304,7183876;304,7183876;318,8673876;412,7183876;412,7183876;412,7183876;412,7183876;412,7183876;412,7183876;412,7183876;412,7183876;424,7183876;424,7183876;476,7133876;476,7133876;684,7183876;694,7183876;694,7183876;694,7183876;684,7183876;424,7183876;412,7183876
30/05/2024;231,589749;231,589749;231,589749;226,043749;231,589749;231,589749;231,589749;231,589749;231,589749;231,589749;231,589749;231,589749;231,589749;394,589749;415,885749;424,589749;424,589749;424,589749;584,589749;624,589749;584,589749;584,589749;394,589749;231,589749
31/05/2024;97,34622373;97,39022373;97,39022373;97,34622373;97,39022373;97,39022373;97,39022373;155,3462237;155,3462237;155,3462237;155,3462237;165,3262237;155,3462237;155,3462237;355,3462237;355,3462237;355,3462237;355,3462237;355,3462237;355,3462237;355,3462237;355,3462237;355,3462237;155,3462237
1/06/2024;207,035821;165,335821;165,335821;165,335821;165,335821;177,015821;165,335821;165,335821;165,335821;165,335821;207,035821;208,035821;208,035821;208,035821;208,035821;208,035821;208,035821;367,035821;377,035821;377,035821;372,035821;367,035821;367,035821;208,035821
2/06/2024;207,910432;207,910432;207,910432;207,910432;207,910432;206,910432;161,910432;161,910432;161,910432;161,910432;161,910432;176,890432;206,910432;206,910432;207,910432;296,910432;207,910432;296,910432;361,910432;361,910432;361,910432;361,910432;306,910432;296,910432
3/06/2024;201,6114894;201,6114894;201,6114894;200,6114894;200,6114894;200,6114894;201,6114894;200,6114894;201,6114894;201,6114894;201,6114894;201,6114894;212,6114894;212,6114894;212,6114894;300,6114894;300,6114894;365,6114894;365,6114894;370,6114894;365,6114894;365,6114894;370,6114894;300,6114894
4/06/2024;236,8355772;236,8355772;200,8355772;209,5165772;236,8355772;237,8355772;237,8355772;307,8355772;307,8355772;307,8355772;307,8355772;307,8355772;307,8355772;307,8355772;365,8355772;365,8355772;307,8355772;307,8355772;307,8355772;365,8355772;595,8355772;365,8355772;307,8355772;307,8355772
5/06/2024;298,5202214;298,5202214;298,5202214;249,5202214;268,0862214;268,0862214;244,5002214;298,5202214;323,5202214;323,5202214;363,5202214;363,5202214;363,5202214;363,5202214;363,5202214;368,5202214;368,5202214;368,5202214;718,5202214;945,6232214;918,5202214;368,5202214;368,5202214;363,5202214
6/06/2024;306,8935792;330,8935792;306,8935792;306,8935792;330,8935792;365,8935792;365,8935792;365,8935792;365,8935792;365,8935792;385,8935792;375,8935792;365,8935792;375,8935792;375,8935792;385,8935792;375,8935792;375,8935792;385,8935792;385,8935792;385,8935792;365,8935792;365,8935792;330,8935792
7/06/2024;245,004865;246,004865;245,004865;245,004865;246,004865;329,004865;329,004865;329,004865;329,004865;329,004865;329,004865;373,004865;329,004865;373,004865;373,004865;386,004865;386,004865;386,004865;406,004865;596,004865;406,004865;406,004865;406,004865;373,004865
8/06/2024;263,9978758;263,9978758;263,9978758;263,9978758;263,9978758;263,9978758;263,9978758;324,9978758;327,9978758;327,9978758;390,9978758;390,9978758;385,9978758;385,9978758;390,9978758;390,9978758;405,9978758;550,9978758;550,9978758;550,9978758;550,9978758;405,9978758;385,9978758;327,9978758
9/06/2024;306,130881;306,130881;266,130881;266,130881;266,130881;266,130881;228,130881;266,130881;265,696881;266,130881;266,130881;266,130881;266,130881;266,130881;266,130881;266,130881;306,130881;381,130881;406,130881;407,130881;407,130881;406,130881;406,130881;381,130881
10/06/2024;239,1592501;239,1592501;239,1592501;239,1592501;239,1592501;239,1592501;234,6592501;234,6592501;242,9632501;239,1592501;239,1592501;263,1592501;263,1592501;263,1592501;263,1592501;308,1592501;393,1592501;409,1592501;409,6592501;413,1592501;409,6592501;409,1592501;409,1592501;409,1592501
11/06/2024;252,2251922;268,2251922;252,2251922;252,2251922;268,2251922;268,2251922;268,2251922;268,2251922;268,2251922;268,2251922;268,2251922;299,7251922;299,7251922;299,7251922;367,2251922;392,2251922;392,2251922;367,2251922;392,2251922;393,2251922;367,2251922;299,7251922;299,7251922;268,2251922
12/06/2024;266,6430286;266,6430286;266,6430286;266,6430286;266,6430286;266,6430286;266,6430286;266,6430286;315,6430286;315,6430286;365,6430286;366,6430286;365,6430286;366,6430286;390,6430286;390,6430286;391,6430286;390,6430286;390,6430286;391,6430286;366,6430286;366,6430286;365,6430286;315,6430286
13/06/2024;309,997182;348,497182;309,997182;309,997182;309,997182;348,497182;348,497182;348,497182;348,497182;348,497182;364,997182;364,997182;364,997182;364,997182;389,997182;389,997182;389,997182;391,997182;391,997182;391,997182;391,997182;391,997182;365,997182;364,997182
14/06/2024;365,2941329;365,2941329;360,2941329;360,2941329;365,2941329;365,2941329;365,7941329;365,7941329;365,7941329;365,7941329;365,7941329;365,7941329;365,7941329;365,7941329;390,2941329;390,2941329;375,2941329;375,2941329;390,2941329;391,2941329;391,2941329;375,2941329;365,7941329;365,7941329
15/06/2024;216,8330313;243,9380313;243,9380313;243,9380313;205,9180313;243,9380313;243,9380313;243,9380313;243,9380313;346,9380313;243,9380313;346,9380313;243,9380313;243,9380313;346,9380313;347,9380313;347,9380313;347,9380313;365,9380313;386,9380313;365,9380313;347,9380313;346,9380313;243,9380313
16/06/2024;244,6284529;244,6284529;244,6284529;244,6284529;244,6284529;244,6284529;241,4324529;244,6284529;244,6284529;244,6284529;244,6284529;244,6284529;244,6284529;244,6284529;244,6284529;244,6284529;244,6284529;306,6284529;391,6284529;406,6284529;406,6284529;307,6284529;307,6284529;307,6284529
17/06/2024;116,44068;116,44068;116,44068;168,44068;168,44068;168,44068;168,44068;168,44068;243,24468;211,28168;243,44068;248,44068;248,44068;248,44068;248,44068;248,44068;314,44068;393,44068;413,44068;413,44068;413,44068;413,44068;314,44068;243,44068
18/06/2024;169,2346737;179,2346737;179,2346737;169,2346737;179,2346737;179,2346737;169,2346737;179,2346737;185,2146737;179,2346737;179,2346737;244,0386737;185,2146737;209,2146737;308,2346737;379,2346737;379,2346737;337,2346737;379,2346737;379,2346737;379,2346737;244,1346737;244,1346737;169,2346737
19/06/2024;204,6068773;204,6068773;185,5868773;139,6068773;204,6068773;204,6068773;204,6068773;308,6068773;339,6068773;337,6068773;339,6068773;374,6068773;339,6068773;374,6068773;374,6068773;374,6068773;374,6068773;374,6068773;374,6068773;374,6068773;374,6068773;374,6068773;374,6068773;337,6068773
20/06/2024;209,3685868;209,3685868;209,3685868;209,3685868;209,3685868;209,3685868;209,3685868;331,3685868;331,3685868;331,3685868;331,3685868;371,3685868;371,3685868;371,3685868;371,3685868;371,3685868;371,3685868;371,3685868;371,3685868;371,3685868;371,3685868;371,3685868;371,3685868;331,3685868
21/06/2024;132,6263778;132,6263778;132,6263778;132,6263778;132,6263778;132,6263778;206,6723778;212,6263778;212,6263778;247,6263778;247,6263778;247,6263778;247,6263778;247,6263778;247,6263778;247,6263778;247,6263778;247,6263778;247,6263778;337,6263778;296,6263778;247,6263778;247,6263778;212,6263778
22/06/2024;205,8815975;205,8815975;205,8815975;205,8815975;205,8815975;205,8815975;205,8815975;205,8815975;210,8815975;208,7225975;210,8815975;255,8805975;210,8815975;310,6385975;310,6385975;334,8815975;334,8815975;334,8815975;334,8815975;334,8815975;334,8815975;334,8815975;334,8815975;210,8815975
23/06/2024;181,8381457;181,8381457;181,8381457;181,8381457;194,8391457;182,8191457;181,8381457;181,8381457;182,8191457;182,8191457;181,8381457;195,8391457;194,8391457;195,8391457;195,8391457;195,8391457;195,8391457;197,8391457;197,8391457;211,8391457;197,8391457;197,8391457;197,8391457;197,8391457
24/06/2024;131,6463228;131,6463228;131,6463228;131,6463228;175,2393228;184,0203228;226,6463228;237,6463228;237,6463228;237,6463228;237,6463228;237,6463228;237,6463228;237,6463228;237,6463228;250,6463228;250,6463228;250,6463228;373,6463228;376,6463228;376,6463228;250,6463228;237,6463228;237,6463228
25/06/2024;237,3902279;194,3902279;194,3902279;194,3902279;194,3902279;194,3902279;237,3902279;252,3902279;252,3902279;252,3902279;252,3902279;252,3902279;252,3902279;252,3902279;296,3902279;252,3902279;374,3902279;252,3902279;374,3902279;377,3902279;377,3902279;377,3902279;252,3902279;252,3902279
26/06/2024;204,4335156;204,4335156;204,4335156;204,4335156;204,4335156;204,4335156;204,4335156;212,2745156;239,4335156;239,4335156;239,4335156;309,4335156;239,4335156;288,4335156;239,4335156;309,4335156;309,4335156;339,4335156;339,4335156;376,4335156;339,4335156;339,4335156;309,4335156;239,4335156
27/06/2024;207,9588526;207,9588526;207,9588526;207,9588526;207,9588526;207,9588526;220,3998526;248,9588526;248,9588526;248,9588526;248,9588526;307,9588526;307,9588526;307,9588526;338,9588526;342,9588526;342,9588526;338,9588526;374,9588526;393,9588526;342,9588526;338,9588526;248,9588526;248,9588526
28/06/2024;133,5823247;133,5823247;133,5823247;133,5823247;133,5823247;133,5823247;133,5823247;183,5823247;184,5623247;184,5623247;221,0233247;247,5823247;183,5823247;183,5823247;247,5823247;247,5823247;287,5823247;314,5823247;375,5823247;375,5823247;314,5823247;314,5823247;221,0233247;133,5823247
29/06/2024;118,0887006;118,0887006;118,0887006;118,0887006;118,0887006;118,0887006;141,0887006;141,0887006;141,0887006;141,0887006;141,0887006;207,0887006;141,0887006;141,0887006;184,0687006;207,0887006;207,0887006;208,0887006;375,0887006;918,0887006;208,0887006;208,0887006;207,0887006;141,0887006
30/06/2024;117,4630529;110,4630529;110,4630529;107,4630529;107,4630529;106,9300529;106,9300529;106,9300529;106,9300529;106,9300529;106,9300529;107,4630529;107,4630529;110,4630529;110,4630529;111,0970529;117,4630529;117,4630529;137,4630529;137,4630529;137,4630529;137,4630529;117,4630529;117,4630529
1/07/2024;109,4797565;109,4797565;109,4797565;109,4797565;109,4797565;109,4797565;107,7687565;107,7687565;107,7687565;107,7687565;109,4797565;109,4797565;109,4797565;109,4797565;109,4797565;109,4797565;129,4797565;129,4797565;188,4797565;188,4797565;188,4797565;188,4797565;188,4797565;129,4797565
2/07/2024;109,6092928;109,6092928;109,6092928;109,6092928;109,6092928;109,6092928;109,6092928;134,6092928;134,6092928;169,6092928;169,6092928;200,6092928;200,6092928;201,6092928;201,6092928;209,6092928;209,6092928;200,6092928;207,5702928;237,6492928;209,6092928;200,6092928;207,5702928;109,6092928
3/07/2024;129,0528503;129,0528503;129,0528503;129,0528503;129,0528503;129,0528503;169,0528503;201,0528503;201,0528503;208,0528503;208,0528503;208,0528503;208,0528503;208,0528503;208,0528503;208,0528503;208,0528503;208,0528503;208,0528503;237,0928503;209,0528503;208,0528503;208,0528503;208,0528503
