bdmem;objID2;fechaIni;fechaFin
EBSC;Sbm36126;2021-10-07 00:00:00.000;NULL
EBSC;Sbm37960;2022-03-17 00:00:00.000;NULL
PRIG;Sbm01788;2002-10-09 00:00:00.000;NULL
PRIG;Sbm09948;2002-10-09 00:00:00.000;NULL
PRIG;Sbm09949;2002-10-09 00:00:00.000;NULL
PRIG;Sbm16053;2002-10-09 00:00:00.000;NULL
PRIG;Sbm23521;2023-02-01 00:00:00.000;NULL
PRIG;Sbm23522;2023-02-01 00:00:00.000;NULL
PRIG;Sbm38510;2022-05-26 00:00:00.000;NULL
PRIG;Sbm38511;2022-05-26 00:00:00.000;NULL
EBPC;Sbm08820;1999-12-03 00:00:00.000;NULL
EPSC;Sbm00050;2008-11-25 00:00:00.000;NULL
EPSC;Sbm00068;1995-07-20 00:00:00.000;NULL
EPSC;Sbm01011;2017-02-16 00:00:00.000;NULL
EPSC;Sbm01015;2019-01-01 00:00:00.000;2025-03-01 00:00:00.000
EPSC;Sbm01059;2018-01-11 00:00:00.000;NULL
EPSC;Sbm01095;2023-01-01 00:00:00.000;NULL
EPSC;Sbm01163;2018-01-01 00:00:00.000;2025-01-01 00:00:00.000
EPSC;Sbm01225;2018-01-01 00:00:00.000;NULL
EPSC;Sbm01680;2021-04-01 00:00:00.000;NULL
EPSC;Sbm01712;2019-02-07 00:00:00.000;NULL
EPSC;Sbm01715;2018-01-01 00:00:00.000;NULL
EPSC;Sbm01728;2019-01-17 00:00:00.000;NULL
EPSC;Sbm01810;2019-06-01 00:00:00.000;2024-01-01 00:00:00.000
EPSC;Sbm01861;2018-02-22 00:00:00.000;NULL
EPSC;Sbm01902;2010-09-01 00:00:00.000;NULL
EPSC;Sbm01909;1999-08-18 00:00:00.000;NULL
EPSC;Sbm01916;2022-01-01 00:00:00.000;NULL
EPSC;Sbm01921;2000-02-21 00:00:00.000;NULL
EPSC;Sbm01925;2019-02-01 00:00:00.000;NULL
EPSC;Sbm01932;2019-03-01 00:00:00.000;NULL
EPSC;Sbm01933;2000-10-27 00:00:00.000;NULL
EPSC;Sbm01942;2017-03-01 00:00:00.000;NULL
EPSC;Sbm01947;2013-01-01 00:00:00.000;NULL
EPSC;Sbm01948;2019-03-01 00:00:00.000;NULL
EPSC;Sbm01952;2021-01-21 00:00:00.000;NULL
EPSC;Sbm01954;2010-09-01 00:00:00.000;NULL
EPSC;Sbm01967;2009-02-03 00:00:00.000;NULL
EPSC;Sbm02341;2019-06-01 00:00:00.000;2024-01-01 00:00:00.000
EPSC;Sbm02747;2017-06-01 00:00:00.000;NULL
EPSC;Sbm02748;2017-06-01 00:00:00.000;NULL
EPSC;Sbm02749;2020-12-24 00:00:00.000;NULL
EPSC;Sbm02751;2017-06-01 00:00:00.000;NULL
EPSC;Sbm02752;2017-06-01 00:00:00.000;NULL
EPSC;Sbm02758;2017-06-01 00:00:00.000;NULL
EPSC;Sbm02920;2021-01-01 00:00:00.000;NULL
EPSC;Sbm03317;2021-01-01 00:00:00.000;NULL
EPSC;Sbm03525;2018-01-01 00:00:00.000;NULL
EPSC;Sbm03669;2021-01-07 00:00:00.000;NULL
EPSC;Sbm03723;2013-10-10 00:00:00.000;NULL
EPSC;Sbm03724;2013-10-10 00:00:00.000;NULL
EPSC;Sbm03796;2013-10-24 00:00:00.000;NULL
EPSC;Sbm03871;2016-02-18 00:00:00.000;NULL
EPSC;Sbm03874;2013-07-04 00:00:00.000;NULL
EPSC;Sbm03885;2021-05-20 00:00:00.000;NULL
EPSC;Sbm04487;2019-04-18 00:00:00.000;2025-01-01 00:00:00.000
EPSC;Sbm04515;2020-01-09 00:00:00.000;NULL
EPSC;Sbm04542;2019-01-01 00:00:00.000;NULL
EPSC;Sbm04548;2022-06-16 00:00:00.000;NULL
EPSC;Sbm04614;2013-01-03 00:00:00.000;2025-01-01 00:00:00.000
EPSC;Sbm04615;2013-01-03 00:00:00.000;2025-01-01 00:00:00.000
EPSC;Sbm04649;2012-11-15 00:00:00.000;NULL
EPSC;Sbm04657;2000-07-24 00:00:00.000;NULL
EPSC;Sbm04658;2000-07-01 00:00:00.000;2024-01-04 00:00:00.000
EPSC;Sbm04680;2000-08-01 00:00:00.000;NULL
EPSC;Sbm04688;2023-09-01 00:00:00.000;NULL
EPSC;Sbm04692;2019-01-03 00:00:00.000;NULL
EPSC;Sbm04694;2000-07-27 00:00:00.000;NULL
EPSC;Sbm04696;2011-01-01 00:00:00.000;2024-07-22 00:00:00.000
EPSC;Sbm04699;2000-07-11 00:00:00.000;NULL
EPSC;Sbm04717;2005-03-07 00:00:00.000;NULL
EPSC;Sbm04719;2012-11-01 00:00:00.000;NULL
EPSC;Sbm04721;2000-07-14 00:00:00.000;NULL
EPSC;Sbm04729;2000-08-12 00:00:00.000;2024-12-19 00:00:00.000
EPSC;Sbm04735;2000-07-24 00:00:00.000;NULL
EPSC;Sbm04740;2000-07-25 00:00:00.000;NULL
EPSC;Sbm04743;2000-07-01 00:00:00.000;2025-01-02 00:00:00.000
EPSC;Sbm04749;2013-01-01 00:00:00.000;NULL
EPSC;Sbm04764;2021-01-01 00:00:00.000;NULL
EPSC;Sbm04765;2021-01-01 00:00:00.000;NULL
EPSC;Sbm04769;2021-01-01 00:00:00.000;NULL
EPSC;Sbm04772;2021-01-01 00:00:00.000;NULL
EPSC;Sbm04773;2021-01-01 00:00:00.000;NULL
EPSC;Sbm04782;2009-12-05 00:00:00.000;NULL
EPSC;Sbm04785;2019-01-01 00:00:00.000;NULL
EPSC;Sbm04786;2013-08-01 00:00:00.000;NULL
EPSC;Sbm04793;2021-01-01 00:00:00.000;NULL
EPSC;Sbm04837;2014-01-01 00:00:00.000;2024-01-01 00:00:00.000
EPSC;Sbm04851;2019-01-01 00:00:00.000;NULL
EPSC;Sbm04864;2012-11-15 00:00:00.000;NULL
EPSC;Sbm04895;2012-11-01 00:00:00.000;NULL
EPSC;Sbm04913;2000-07-01 00:00:00.000;NULL
EPSC;Sbm04918;2022-08-18 00:00:00.000;NULL
EPSC;Sbm04929;2022-08-18 00:00:00.000;NULL
EPSC;Sbm04930;2022-08-18 00:00:00.000;NULL
EPSC;Sbm04946;2013-01-01 00:00:00.000;2024-01-04 00:00:00.000
EPSC;Sbm04954;2013-01-01 00:00:00.000;2024-01-01 00:00:00.000
EPSC;Sbm04956;2014-01-01 00:00:00.000;NULL
EPSC;Sbm04975;2000-07-25 00:00:00.000;NULL
EPSC;Sbm04993;2013-01-01 00:00:00.000;NULL
EPSC;Sbm05000;2020-02-13 00:00:00.000;2025-02-27 00:00:00.000
EPSC;Sbm05019;2020-02-14 00:00:00.000;NULL
EPSC;Sbm05042;2020-09-10 00:00:00.000;NULL
EPSC;Sbm05047;2000-10-06 00:00:00.000;NULL
EPSC;Sbm05092;2017-08-10 00:00:00.000;NULL
EPSC;Sbm05098;2001-05-24 00:00:00.000;NULL
EPSC;Sbm05116;2019-01-01 00:00:00.000;NULL
EPSC;Sbm05177;2020-01-09 00:00:00.000;NULL
EPSC;Sbm05181;2019-01-01 00:00:00.000;NULL
EPSC;Sbm05182;2021-01-01 00:00:00.000;NULL
EPSC;Sbm05199;2021-01-01 00:00:00.000;NULL
EPSC;Sbm05232;2013-09-26 00:00:00.000;NULL
EPSC;Sbm05250;2019-01-01 00:00:00.000;NULL
EPSC;Sbm05251;2019-01-01 00:00:00.000;NULL
EPSC;Sbm05257;2013-01-01 00:00:00.000;NULL
EPSC;Sbm05267;2021-01-01 00:00:00.000;NULL
EPSC;Sbm05368;2004-12-12 00:00:00.000;NULL
EPSC;Sbm05370;2019-01-01 00:00:00.000;NULL
EPSC;Sbm05385;2021-01-01 00:00:00.000;NULL
EPSC;Sbm05461;2013-01-01 00:00:00.000;NULL
EPSC;Sbm05524;2022-01-01 00:00:00.000;2025-01-09 00:00:00.000
EPSC;Sbm05554;2008-12-21 00:00:00.000;NULL
EPSC;Sbm05565;2009-02-16 00:00:00.000;NULL
EPSC;Sbm05574;2022-08-18 00:00:00.000;NULL
EPSC;Sbm05575;2022-08-18 00:00:00.000;NULL
EPSC;Sbm05582;2019-06-01 00:00:00.000;NULL
EPSC;Sbm05587;2014-01-09 00:00:00.000;NULL
EPSC;Sbm05588;2014-01-02 00:00:00.000;NULL
EPSC;Sbm05589;2014-01-02 00:00:00.000;NULL
EPSC;Sbm05590;2014-01-02 00:00:00.000;NULL
EPSC;Sbm05598;2010-03-17 00:00:00.000;NULL
EPSC;Sbm05619;2010-03-17 00:00:00.000;NULL
EPSC;Sbm05638;2019-08-01 00:00:00.000;2024-03-07 00:00:00.000
EPSC;Sbm05641;2014-01-23 00:00:00.000;NULL
EPSC;Sbm05678;2021-01-01 00:00:00.000;NULL
EPSC;Sbm05710;2013-10-10 00:00:00.000;NULL
EPSC;Sbm05737;2021-01-01 00:00:00.000;NULL
EPSC;Sbm05740;2012-11-01 00:00:00.000;NULL
EPSC;Sbm05743;2021-01-01 00:00:00.000;NULL
EPSC;Sbm05744;2021-01-01 00:00:00.000;NULL
EPSC;Sbm05795;2023-04-26 00:00:00.000;NULL
EPSC;Sbm05796;2023-04-26 00:00:00.000;NULL
EPSC;Sbm05798;2023-04-26 00:00:00.000;NULL
EPSC;Sbm05810;2023-04-26 00:00:00.000;NULL
EPSC;Sbm05819;2023-04-26 00:00:00.000;NULL
EPSC;Sbm05820;2023-04-26 00:00:00.000;NULL
EPSC;Sbm05821;2023-09-01 00:00:00.000;NULL
EPSC;Sbm05826;2023-04-26 00:00:00.000;NULL
EPSC;Sbm05827;2023-04-26 00:00:00.000;NULL
EPSC;Sbm05832;2023-04-26 00:00:00.000;NULL
EPSC;Sbm05837;2023-04-26 00:00:00.000;NULL
EPSC;Sbm05839;2023-04-26 00:00:00.000;NULL
EPSC;Sbm05846;2023-04-26 00:00:00.000;NULL
EPSC;Sbm05859;2023-04-26 00:00:00.000;NULL
EPSC;Sbm05873;2023-04-26 00:00:00.000;NULL
EPSC;Sbm05881;2023-04-26 00:00:00.000;NULL
EPSC;Sbm05884;2023-04-26 00:00:00.000;NULL
EPSC;Sbm05892;2023-04-26 00:00:00.000;NULL
EPSC;Sbm05929;2019-01-03 00:00:00.000;NULL
EPSC;Sbm05955;2023-04-26 00:00:00.000;NULL
EPSC;Sbm06072;2023-04-26 00:00:00.000;NULL
EPSC;Sbm06077;2023-04-26 00:00:00.000;NULL
EPSC;Sbm06085;2015-01-01 00:00:00.000;NULL
EPSC;Sbm06157;2023-04-26 00:00:00.000;NULL
EPSC;Sbm06164;2023-04-26 00:00:00.000;NULL
EPSC;Sbm06165;2023-04-26 00:00:00.000;NULL
EPSC;Sbm06195;2023-04-26 00:00:00.000;2024-06-06 00:00:00.000
EPSC;Sbm06252;2023-08-24 00:00:00.000;NULL
EPSC;Sbm06268;2023-04-26 00:00:00.000;NULL
EPSC;Sbm06270;2019-10-17 00:00:00.000;NULL
EPSC;Sbm06272;2016-02-18 00:00:00.000;NULL
EPSC;Sbm06273;2006-05-09 00:00:00.000;NULL
EPSC;Sbm06274;2010-03-24 00:00:00.000;NULL
EPSC;Sbm06277;2010-03-24 00:00:00.000;NULL
EPSC;Sbm06278;2010-03-24 00:00:00.000;NULL
EPSC;Sbm06279;2010-03-24 00:00:00.000;NULL
EPSC;Sbm06280;2019-08-22 00:00:00.000;NULL
EPSC;Sbm06281;2010-03-24 00:00:00.000;NULL
EPSC;Sbm06282;2006-05-09 00:00:00.000;NULL
EPSC;Sbm06283;2023-06-15 00:00:00.000;NULL
EPSC;Sbm06286;2021-07-15 00:00:00.000;NULL
EPSC;Sbm06290;2006-07-05 00:00:00.000;NULL
EPSC;Sbm06291;2006-10-09 00:00:00.000;NULL
EPSC;Sbm06296;2019-01-01 00:00:00.000;2024-01-11 00:00:00.000
EPSC;Sbm06305;2023-04-26 00:00:00.000;NULL
EPSC;Sbm06312;2000-08-04 00:00:00.000;NULL
EPSC;Sbm06317;2000-05-09 00:00:00.000;NULL
EPSC;Sbm06318;2015-01-01 00:00:00.000;NULL
EPSC;Sbm06320;2000-07-25 00:00:00.000;NULL
EPSC;Sbm06321;2000-08-04 00:00:00.000;NULL
EPSC;Sbm06328;1999-09-15 00:00:00.000;NULL
EPSC;Sbm06335;2023-02-23 00:00:00.000;2025-02-27 00:00:00.000
EPSC;Sbm06336;1999-10-21 00:00:00.000;2024-03-28 00:00:00.000
EPSC;Sbm06340;1999-11-09 00:00:00.000;NULL
EPSC;Sbm06341;1999-11-11 00:00:00.000;NULL
EPSC;Sbm06342;1999-11-10 00:00:00.000;NULL
EPSC;Sbm06343;1999-11-23 00:00:00.000;2024-03-01 00:00:00.000
EPSC;Sbm06346;1999-11-30 00:00:00.000;NULL
EPSC;Sbm06352;2022-02-24 00:00:00.000;NULL
EPSC;Sbm06353;2010-09-01 00:00:00.000;NULL
EPSC;Sbm06366;2001-04-20 00:00:00.000;NULL
EPSC;Sbm06369;2000-01-27 00:00:00.000;NULL
EPSC;Sbm06374;2021-03-04 00:00:00.000;NULL
EPSC;Sbm06377;2010-03-24 00:00:00.000;NULL
EPSC;Sbm06380;2010-03-24 00:00:00.000;NULL
EPSC;Sbm06383;2000-02-19 00:00:00.000;NULL
EPSC;Sbm06388;2006-07-05 00:00:00.000;NULL
EPSC;Sbm06393;2013-08-01 00:00:00.000;NULL
EPSC;Sbm06402;2000-06-23 00:00:00.000;NULL
EPSC;Sbm06407;2019-05-01 00:00:00.000;NULL
EPSC;Sbm06408;2019-07-01 00:00:00.000;NULL
EPSC;Sbm06411;2000-12-02 00:00:00.000;NULL
EPSC;Sbm06415;2001-05-16 00:00:00.000;NULL
EPSC;Sbm06445;2003-09-28 00:00:00.000;NULL
EPSC;Sbm06447;2014-12-04 00:00:00.000;NULL
EPSC;Sbm06454;2004-04-07 00:00:00.000;NULL
EPSC;Sbm06466;2004-12-16 00:00:00.000;NULL
EPSC;Sbm06468;2010-03-24 00:00:00.000;NULL
EPSC;Sbm06471;2004-12-27 00:00:00.000;NULL
EPSC;Sbm06472;2005-01-01 00:00:00.000;NULL
EPSC;Sbm06474;2015-01-01 00:00:00.000;NULL
EPSC;Sbm06480;2005-03-16 00:00:00.000;NULL
EPSC;Sbm06481;2013-09-01 00:00:00.000;NULL
EPSC;Sbm06494;2005-07-08 00:00:00.000;NULL
EPSC;Sbm06501;2005-08-17 00:00:00.000;NULL
EPSC;Sbm06503;2013-10-03 00:00:00.000;NULL
EPSC;Sbm06506;2005-10-18 00:00:00.000;NULL
EPSC;Sbm06514;2018-01-01 00:00:00.000;NULL
EPSC;Sbm06518;2010-03-24 00:00:00.000;NULL
EPSC;Sbm06529;2006-07-15 00:00:00.000;NULL
EPSC;Sbm06530;2006-08-01 00:00:00.000;NULL
EPSC;Sbm06572;2023-04-26 00:00:00.000;NULL
EPSC;Sbm06596;2013-05-02 00:00:00.000;NULL
EPSC;Sbm06607;2009-09-21 00:00:00.000;NULL
EPSC;Sbm06615;2010-08-21 00:00:00.000;NULL
EPSC;Sbm06653;2016-12-01 00:00:00.000;NULL
EPSC;Sbm06671;2017-03-16 00:00:00.000;NULL
EPSC;Sbm06674;2020-09-01 00:00:00.000;NULL
EPSC;Sbm06678;2010-09-01 00:00:00.000;NULL
EPSC;Sbm06716;2018-06-14 00:00:00.000;NULL
EPSC;Sbm06718;2019-04-11 00:00:00.000;NULL
EPSC;Sbm06733;2019-01-03 00:00:00.000;NULL
EPSC;Sbm06744;2019-06-01 00:00:00.000;NULL
EPSC;Sbm07151;2017-03-16 00:00:00.000;NULL
EPSC;Sbm07192;2021-01-01 00:00:00.000;NULL
EPSC;Sbm07299;2014-01-02 00:00:00.000;NULL
EPSC;Sbm07476;2021-01-01 00:00:00.000;NULL
EPSC;Sbm07516;2013-01-01 00:00:00.000;NULL
EPSC;Sbm07721;2023-09-28 00:00:00.000;2024-09-05 00:00:00.000
EPSC;Sbm07900;2022-01-01 00:00:00.000;NULL
EPSC;Sbm07963;2013-01-01 00:00:00.000;NULL
EPSC;Sbm07983;2019-06-01 00:00:00.000;NULL
EPSC;Sbm08006;2014-01-02 00:00:00.000;NULL
EPSC;Sbm08040;2013-08-22 00:00:00.000;NULL
EPSC;Sbm08045;2018-06-14 00:00:00.000;NULL
EPSC;Sbm08180;2014-12-11 00:00:00.000;NULL
EPSC;Sbm08274;2013-08-01 00:00:00.000;NULL
EPSC;Sbm08299;2010-11-20 00:00:00.000;NULL
EPSC;Sbm08301;2010-11-20 00:00:00.000;NULL
EPSC;Sbm08302;2010-11-20 00:00:00.000;NULL
EPSC;Sbm08303;2010-11-20 00:00:00.000;NULL
EPSC;Sbm08304;2010-11-20 00:00:00.000;NULL
EPSC;Sbm08305;2010-11-20 00:00:00.000;NULL
EPSC;Sbm08306;2010-11-20 00:00:00.000;NULL
EPSC;Sbm08307;2010-11-20 00:00:00.000;NULL
EPSC;Sbm08308;2010-11-20 00:00:00.000;NULL
EPSC;Sbm08309;2010-11-20 00:00:00.000;NULL
EPSC;Sbm08310;2010-11-20 00:00:00.000;NULL
EPSC;Sbm08311;2010-11-20 00:00:00.000;NULL
EPSC;Sbm08312;2010-11-20 00:00:00.000;NULL
EPSC;Sbm08313;2010-11-20 00:00:00.000;NULL
EPSC;Sbm08314;2010-11-20 00:00:00.000;NULL
EPSC;Sbm08315;2010-11-20 00:00:00.000;NULL
EPSC;Sbm08316;2010-11-20 00:00:00.000;NULL
EPSC;Sbm08317;2010-11-20 00:00:00.000;NULL
EPSC;Sbm08318;2010-11-20 00:00:00.000;NULL
EPSC;Sbm08319;2010-11-20 00:00:00.000;NULL
EPSC;Sbm08321;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08323;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08329;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08330;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08336;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08337;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08338;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08341;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08342;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08344;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08345;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08346;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08347;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08348;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08349;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08350;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08351;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08352;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08354;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08357;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08362;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08364;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08370;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08371;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08372;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08373;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08376;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08377;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08381;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08383;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08386;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08388;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08389;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08393;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08400;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08403;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08404;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08409;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08410;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08412;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08413;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08414;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08416;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08419;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08423;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08424;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08425;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08426;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08431;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08432;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08433;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08434;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08437;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08438;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08439;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08442;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08446;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08448;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08450;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08452;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08455;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08459;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08460;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08462;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08464;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08465;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08467;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08469;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08470;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08471;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08473;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08480;2010-12-01 00:00:00.000;NULL
EPSC;Sbm08483;2010-11-27 00:00:00.000;NULL
EPSC;Sbm08484;2011-02-05 00:00:00.000;NULL
EPSC;Sbm08485;2011-02-05 00:00:00.000;NULL
EPSC;Sbm08486;2011-02-05 00:00:00.000;NULL
EPSC;Sbm08487;2011-02-05 00:00:00.000;NULL
EPSC;Sbm08488;2011-02-05 00:00:00.000;NULL
EPSC;Sbm08490;2011-02-05 00:00:00.000;NULL
EPSC;Sbm08491;2011-02-05 00:00:00.000;NULL
EPSC;Sbm08492;2011-02-05 00:00:00.000;NULL
EPSC;Sbm08493;2011-02-05 00:00:00.000;NULL
EPSC;Sbm08494;2011-02-05 00:00:00.000;NULL
EPSC;Sbm08495;2011-02-05 00:00:00.000;NULL
EPSC;Sbm08496;2011-02-05 00:00:00.000;NULL
EPSC;Sbm08497;2011-02-05 00:00:00.000;NULL
EPSC;Sbm08501;2011-02-19 00:00:00.000;NULL
EPSC;Sbm08506;2010-10-01 00:00:00.000;NULL
EPSC;Sbm08508;2019-09-12 00:00:00.000;NULL
EPSC;Sbm08513;2015-01-01 00:00:00.000;NULL
EPSC;Sbm08516;2015-01-01 00:00:00.000;NULL
EPSC;Sbm08518;2015-01-01 00:00:00.000;NULL
EPSC;Sbm08522;2013-01-03 00:00:00.000;NULL
EPSC;Sbm08526;2020-01-02 00:00:00.000;NULL
EPSC;Sbm08538;2000-01-04 00:00:00.000;NULL
EPSC;Sbm08539;2000-01-04 00:00:00.000;2024-01-01 00:00:00.000
EPSC;Sbm08540;2009-01-01 00:00:00.000;NULL
EPSC;Sbm08544;2000-01-06 00:00:00.000;NULL
EPSC;Sbm08546;2000-01-07 00:00:00.000;NULL
EPSC;Sbm08547;2000-01-07 00:00:00.000;2025-05-01 00:00:00.000
EPSC;Sbm08548;2013-01-01 00:00:00.000;NULL
EPSC;Sbm08551;2000-01-08 00:00:00.000;NULL
EPSC;Sbm08552;2000-01-13 00:00:00.000;NULL
EPSC;Sbm08556;2000-01-27 00:00:00.000;NULL
EPSC;Sbm08557;2000-02-02 00:00:00.000;NULL
EPSC;Sbm08558;2006-01-01 00:00:00.000;NULL
EPSC;Sbm08559;2007-02-15 00:00:00.000;NULL
EPSC;Sbm08564;2000-02-12 00:00:00.000;NULL
EPSC;Sbm08565;2010-03-01 00:00:00.000;NULL
EPSC;Sbm08566;2000-02-17 00:00:00.000;NULL
EPSC;Sbm08568;2000-02-17 00:00:00.000;NULL
EPSC;Sbm08569;2000-03-09 00:00:00.000;NULL
EPSC;Sbm08570;2004-01-02 00:00:00.000;NULL
EPSC;Sbm08571;2000-04-18 00:00:00.000;NULL
EPSC;Sbm08572;2000-04-18 00:00:00.000;NULL
EPSC;Sbm08573;2000-04-19 00:00:00.000;NULL
EPSC;Sbm08576;2014-03-20 00:00:00.000;2024-03-28 00:00:00.000
EPSC;Sbm08577;2005-01-01 00:00:00.000;NULL
EPSC;Sbm08578;2010-03-17 00:00:00.000;NULL
EPSC;Sbm08581;2001-02-10 00:00:00.000;NULL
EPSC;Sbm08584;2019-09-05 00:00:00.000;NULL
EPSC;Sbm08587;2001-04-17 00:00:00.000;2024-12-01 00:00:00.000
EPSC;Sbm08588;2006-04-05 00:00:00.000;NULL
EPSC;Sbm08589;2001-04-25 00:00:00.000;NULL
EPSC;Sbm08590;2001-04-27 00:00:00.000;NULL
EPSC;Sbm08591;2001-04-27 00:00:00.000;NULL
EPSC;Sbm08592;2004-04-17 00:00:00.000;NULL
EPSC;Sbm08593;2001-06-01 00:00:00.000;NULL
EPSC;Sbm08594;2018-01-04 00:00:00.000;NULL
EPSC;Sbm08597;2001-08-31 00:00:00.000;NULL
EPSC;Sbm08598;2001-09-08 00:00:00.000;2025-02-20 00:00:00.000
EPSC;Sbm08599;2001-11-23 00:00:00.000;NULL
EPSC;Sbm08603;2002-01-16 00:00:00.000;NULL
EPSC;Sbm08605;2010-03-17 00:00:00.000;NULL
EPSC;Sbm08606;2007-02-15 00:00:00.000;NULL
EPSC;Sbm08607;2007-02-15 00:00:00.000;NULL
EPSC;Sbm08608;2002-05-04 00:00:00.000;NULL
EPSC;Sbm08610;2007-02-15 00:00:00.000;NULL
EPSC;Sbm08611;2007-02-15 00:00:00.000;NULL
EPSC;Sbm08612;2002-08-15 00:00:00.000;NULL
EPSC;Sbm08613;2002-08-17 00:00:00.000;NULL
EPSC;Sbm08614;2002-09-06 00:00:00.000;NULL
EPSC;Sbm08616;2002-09-28 00:00:00.000;NULL
EPSC;Sbm08617;2002-10-31 00:00:00.000;NULL
EPSC;Sbm08618;2002-10-31 00:00:00.000;NULL
EPSC;Sbm08619;2002-10-31 00:00:00.000;NULL
EPSC;Sbm08621;2007-03-18 00:00:00.000;NULL
EPSC;Sbm08622;2007-03-18 00:00:00.000;NULL
EPSC;Sbm08623;2002-11-20 00:00:00.000;NULL
EPSC;Sbm08626;2003-01-11 00:00:00.000;NULL
EPSC;Sbm08627;2003-01-11 00:00:00.000;NULL
EPSC;Sbm08628;2003-01-14 00:00:00.000;NULL
EPSC;Sbm08631;2003-01-22 00:00:00.000;2024-04-18 00:00:00.000
EPSC;Sbm08632;2003-01-22 00:00:00.000;2024-04-18 00:00:00.000
EPSC;Sbm08633;2003-03-04 00:00:00.000;NULL
EPSC;Sbm08634;2003-03-04 00:00:00.000;NULL
EPSC;Sbm08635;2003-03-09 00:00:00.000;NULL
EPSC;Sbm08637;2004-02-21 00:00:00.000;NULL
EPSC;Sbm08638;2003-05-01 00:00:00.000;NULL
EPSC;Sbm08640;2003-06-01 00:00:00.000;NULL
EPSC;Sbm08642;2004-04-17 00:00:00.000;NULL
EPSC;Sbm08644;2010-03-13 00:00:00.000;NULL
EPSC;Sbm08648;2009-11-11 00:00:00.000;NULL
